,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y
810,"Hulic Co., Ltd.",16.0,Low ESG Risk,Real Estate,TKS,3003.T,1117622239232.0,1117622239232.0,11.810137,0.397,0.122770004,0.278,0.7419354838709677,0.0700406600274022,0.2380143659882936,,,,,,,,
811,"Itochu-Shokuhin Co., Ltd.",16.0,Low ESG Risk,Food Retailers,TKS,2692.T,91853881344.0,91853881344.0,13.568469,0.396,0.063379996,0.086,0.7419354838709677,0.0057562349894076,0.1898010472097977,,,,,,,,
812,Deere & Co.,16.0,Low ESG Risk,Machinery,NYS,DE,105946128384.0,105946128384.0,13.216042,0.929,0.35481,-0.383,0.7419354838709677,0.0066393895452032,0.1904634131266444,1.063988199825408,1.2053460521166934,1.1898023590851046,1.1499612970804618,0.0660957257612919,0.08590151061315587,0.07745159737018054,0.08276950002151605
813,Graphic Packaging Holding Co.,16.0,Low ESG Risk,Containers & Packaging,NYS,GPK,8787337216.0,8787337216.0,12.512821,0.839,0.27399,0.274,0.7419354838709677,0.0005504933732827,0.185896740997704,1.2849566699168566,1.1588664483600826,1.1108531440688643,1.0800750487747257,0.07861429503125458,0.07065171224414088,0.06880589628130651,0.14074921377764005
814,"Cooper-Standard Holdings, Inc.",16.0,Low ESG Risk,Auto Components,NYS,CPS,228436288.0,228436288.0,,2.73,,,0.7419354838709677,1.4111040095492816e-05,0.1854944542478135,1.0465342617803677,0.8029241588055192,0.8561080631725003,0.9643389161675806,0.19728270300565695,0.320796082192019,0.2369424251925318,0.2017722703895951
815,"Invitation Homes, Inc.",16.0,Low ESG Risk,Real Estate,NYS,INVH,21863479296.0,21863479296.0,45.75641,1.004,0.047020003,-0.459,0.7419354838709677,0.0013699691046834,0.1865113477962545,1.1129143000692137,1.0546320015663926,1.0649200600564097,1.025479075517081,0.05082930293665555,0.07026240341339406,0.061098934703849035,0.061098934703849035
816,"Bright Horizons Family Solutions, Inc.",16.0,Low ESG Risk,Consumer Services,NYS,BFAM,8062200320.0,8062200320.0,79.37142,1.488,0.08357,0.914,0.7419354838709677,0.0005050493818837,0.1858626580041547,1.4695356081320252,0.9518503636442461,1.1103512653159648,1.0595288788495594,0.08432371512994118,0.12196893509219726,0.09031389497887082,0.08705538914600912
817,"G-7 Holdings, Inc.",16.0,Low ESG Risk,Retailing,TKS,7508.T,69412454400.0,69412454400.0,13.406537,0.558,0.17211,-0.205,0.7419354838709677,0.0043498412192805,0.1887462518822023,,,,,,,,
818,Viad Corp.,16.0,Low ESG Risk,Commercial Services,NYS,VVI,664565312.0,664565312.0,32.708332,2.046,0.15073,1.978,0.7419354838709677,4.144304281777107e-05,0.1855149532498552,1.3018865070858026,0.8703338790028351,1.0529257177091975,1.0309678734191754,0.14602787061336409,0.1771781201001212,0.1306361009331256,0.12144526816941172
819,"Sirius XM Holdings, Inc.",16.0,Low ESG Risk,Media,NAS,SIRI,10280461312.0,10280461312.0,8.090909,1.089,,,0.7419354838709677,0.0006440667646665,0.1859669210412418,0.839835983873901,0.9198357977244284,1.018434033597929,0.9315654267501928,0.1713180587540184,0.10648130236835891,0.08413866890224368,0.22414000714192142
820,"Ribbon Communications, Inc.",16.0,Low ESG Risk,Technology Hardware,NAS,RBBN,499147232.0,499147232.0,,1.089,-0.12475,,0.7419354838709677,3.1076368819770784e-05,0.1855071782443567,1.2067281036108977,0.887335971760066,0.8457398532998159,0.8345600713992486,0.12091280484416998,0.17489366686358626,0.15579924472007484,0.2601381282765474
821,"Take-Two Interactive Software, Inc.",16.0,Low ESG Risk,Software & Services,NAS,TTWO,27400241152.0,27400241152.0,,0.859,-0.50901,,0.7419354838709677,0.0017169553903767,0.1867715875105244,1.060596185427485,1.0358456709911728,1.2071595208574406,1.1286275650331743,0.08822443060003007,0.08555975469024144,0.08700157600019835,0.13827724178015752
822,"COLOPL, Inc.",16.1,Low ESG Risk,Software & Services,TKS,3668.T,72141692928.0,72141692928.0,449.6,0.388,0.00213,,0.7483870967741937,0.0045208813261573,0.1904874351881664,,,,,,,,
823,G-III Apparel Group Ltd.,16.1,Low ESG Risk,Textiles & Apparel,NAS,GIII,1387876736.0,1387876736.0,7.7512565,2.189,0.12794,0.514,0.7483870967741937,8.677263273706743e-05,0.1871618536681012,1.0805727484373011,1.0017587446635579,0.9589008360637042,1.140306796266012,0.11401323466241146,0.18632340471292258,0.16352362785314747,0.1659398706090191
824,GB Group Plc,16.1,Low ESG Risk,Software & Services,LON,GBG.L,788055232.0,788055232.0,,0.303,-0.073649995,,0.7483870967741937,4.918209856475553e-05,0.1871336607674719,,,,,,,,
825,"Voya Financial, Inc.",16.1,Low ESG Risk,Diversified Financials,NYS,VOYA,6920955904.0,6920955904.0,9.274045,1.026,0.15583,0.39,0.7483870967741937,0.0004335281260893,0.1874219202881154,1.1053159396005816,1.0753661520519215,1.0736535621673535,1.0443051124302034,0.06854138148774172,0.07835415738532756,0.0820225919715055,0.07938182405534637
826,"IQVIA Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NYS,IQV,43910598656.0,43910598656.0,31.241245,1.498,0.22837,0.239,0.7483870967741937,0.0027516518022465,0.1891605130452333,1.2270007921767403,1.0997764468408953,1.1592716915214576,1.0725791302265335,0.11313542900325485,0.09984946736080984,0.08355418033996272,0.08071103058513136
827,"Datadog, Inc.",16.1,Low ESG Risk,Software & Services,NAS,DDOG,36311269376.0,36311269376.0,229.14893,1.105,0.0804,,0.7483870967741937,0.0022754053771326,0.1888033282263979,1.3092921695683664,1.2923236656797892,1.1368041456995965,1.0526264036508257,0.1672092909904362,0.16062627253918565,0.16062627253918565,0.16062627253918565
828,"Clear Channel Outdoor Holdings, Inc.",16.1,Low ESG Risk,Media,NYS,CCO,757867840.0,757867840.0,,3.081,,,0.7483870967741937,4.729026877375662e-05,0.1871322418951287,1.0635598092607483,0.9182490503433001,0.9260680893666784,0.9551945550049233,0.15738791718242565,0.25192297130461977,0.2190386379438984,0.18909155713410647
829,"Maravai Lifesciences Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NAS,MRVI,2237342208.0,2237342208.0,,0.01,-0.19385,,0.7483870967741937,0.0001400082380637,0.1872017803720962,0.9269749175123704,0.7972255605868408,0.8928748851809198,0.9556882421614393,0.21642066025016088,0.17482855827364613,0.17482855827364613,0.17482855827364613
830,"CACI International, Inc.",16.1,Low ESG Risk,Software & Services,NYS,CACI,10484523008.0,10484523008.0,25.24597,0.928,0.124560006,0.276,0.7483870967741937,0.0006568552160734,0.1875894156056035,1.4184498107365429,1.1404312155554177,1.1975805587819452,1.1607700973468185,0.03329513777078232,0.07560153882882667,0.07939098610745737,0.09089226339233199
831,Warner Music Group Corp.,16.1,Low ESG Risk,Media,NAS,WMG,14475836416.0,14475836416.0,26.875002,1.37,1.25054,0.137,0.7483870967741937,0.0009069889676233,0.1877770159192659,0.9664487789702404,1.0125481351834569,1.0062545081555943,1.0024971245930265,0.05809572105184895,0.11577381601458339,0.11577381601458339,0.11577381601458339
832,National Grid Plc,16.1,Low ESG Risk,Utilities,LON,NG.L,50593185792.0,50593185792.0,18.827272,0.254,0.07458,-0.824,0.7483870967741937,0.0031704464243468,0.1894746090118085,,,,,,,,
833,"The Aaron's Co., Inc.",16.1,Low ESG Risk,Retailing,NYS,AAN,317716544.0,317716544.0,,1.424,-0.062230002,,0.7483870967741937,1.970619213939279e-05,0.1871115538376529,1.0142035960524571,0.9005111607442181,0.948952665175781,0.9792595598140807,0.1651806601851347,0.16942060310471008,0.16942060310471008,0.16942060310471008
834,"Atlanta Braves Holdings, Inc.",16.1,Low ESG Risk,Media,NAS,BATRK,2562872832.0,2562872832.0,,0.941,-0.16225,,0.7483870967741937,0.0001604090905907,0.1872170810114914,1.194228719037827,1.0914962684626037,1.1136064141148145,1.0439812276839302,0.050938365492183516,0.07910675325288513,0.06986328395073067,0.06986328395073067
835,Johnson Controls International Plc,16.1,Low ESG Risk,Building Products,NYS,JCI,45825761280.0,45825761280.0,28.823528,1.3,0.1042,-0.052,0.7483870967741937,0.0028716741515337,0.1892505298071987,1.3178800465986364,1.1214037720747283,1.0735269494623576,1.0087462876338162,0.07777100477005582,0.09039828673404637,0.08031595330235318,0.10035562126416882
836,PVA TePla AG,16.1,Low ESG Risk,Semiconductors,ETR,TPE.DE,273180000.0,273180000.0,10.048,2.049,0.21521999,0.4,0.7483870967741937,1.6915107678458438e-05,0.1871094605243072,,,,,,,,
837,"Lifull Co., Ltd.",16.1,Low ESG Risk,Media,TKS,2120.T,18175223808.0,18175223808.0,,1.17,-0.014199999,,0.7483870967741937,0.0011388278517718,0.1879508950823772,,,,,,,,
838,"Gap, Inc.",16.1,Low ESG Risk,Retailing,NYS,GPS,9207895040.0,9207895040.0,13.638888,2.374,0.27719,,0.7483870967741937,0.0005768495361563,0.1875294113456656,2.025565615999112,1.072938511261867,0.9660773246354816,1.0051795962892012,0.30847980365258076,0.2040283273608977,0.1623707029678769,0.13448881430745083
839,JOST Werke SE,16.1,Low ESG Risk,Machinery,ETR,JST.DE,613135040.0,613135040.0,14.644129,1.404,0.11017,-0.308,0.7483870967741937,3.82199316351695e-05,0.1871254391422748,,,,,,,,
840,Empiric Student Property PLC,16.1,Low ESG Risk,Real Estate,LON,ESP.L,588377408.0,588377408.0,10.833333,1.049,0.07322,0.025,0.7483870967741937,3.6668382373405246e-05,0.1871242754803284,,,,,,,,
841,"World Holdings Co., Ltd.",16.1,Low ESG Risk,Commercial Services,TKS,2429.T,34371686400.0,34371686400.0,6.868564,0.663,0.12677,-0.189,0.7483870967741937,0.0021538526157641,0.1887121636553715,,,,,,,,
842,Carvana Co.,16.1,Low ESG Risk,Retailing,NYS,CVNA,15843979264.0,15843979264.0,54.409637,3.441,,,0.7483870967741937,0.0009927298424292,0.1878413215753704,3.135598894546842,1.1571441030460927,1.2984580148800253,1.110123163434039,0.3172719430453105,0.3620367340436858,0.33164244624168593,0.33164244624168593
843,Definitive Healthcare Corp.,16.1,Low ESG Risk,Healthcare,NAS,DH,502457664.0,502457664.0,,1.337,-0.49617,,0.7483870967741937,3.1283832050734097e-05,0.1871202370675864,0.7589344479491175,0.6851161153672022,0.8277174127485794,0.927156050126557,0.21443799483464634,0.1683155374292765,0.1683155374292765,0.1683155374292765
844,"Expeditors International of Washington, Inc.",16.2,Low ESG Risk,Transportation,NYS,EXPD,17292412928.0,17292412928.0,26.237686,0.958,0.28525,-0.046,0.7548387096774194,0.0010835025052628,0.189522304298302,1.097571135859308,1.1179415244918207,1.1301757853755887,1.1266479544118364,0.0615649372885325,0.07379921459153167,0.06464263848676555,0.07529156607061424
845,"CSG Systems International, Inc.",16.2,Low ESG Risk,Software & Services,NAS,CSGS,1351832064.0,1351832064.0,20.639639,0.833,0.19694,0.067,0.7548387096774194,8.451372993763433e-05,0.188773062716808,0.8962866833440667,0.9908359474309316,1.0779535166509442,1.0296289076373775,0.08132012760392017,0.0762141750252435,0.07585095951736492,0.11107917717277375
846,"NNN REIT, Inc.",16.2,Low ESG Risk,Real Estate,NYS,NNN,8935059456.0,8935059456.0,21.914415,1.077,0.09694,0.074,0.7548387096774194,0.0005597510572332,0.1891294907122797,1.3641499754751734,1.0041324600729338,1.0729808088819843,1.1266498872860713,0.061276730588499126,0.08187985099328612,0.06817299633488692,0.06479026359749784
847,"Summit Hotel Properties, Inc.",16.2,Low ESG Risk,Real Estate,NYS,INN,685766848.0,685766848.0,inf,2.047,0.010089999,,0.7548387096774194,4.277173320015773e-05,0.1887417562192549,1.0681898166569113,0.895856295153394,0.9723323805979069,0.998371445856601,0.05696908740767832,0.15689164246221957,0.12076893774681757,0.11091202980685565
848,"Newmark Group, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NMRK,3530704896.0,3530704896.0,57.04,2.01,0.0424,1.229,0.7548387096774194,0.0002210626750858,0.1888754744256692,2.0210829650980684,1.0910849752531337,0.9892799859582914,0.9956981247420064,0.19518019117729016,0.1781475108813727,0.16417878993484772,0.16417878993484772
849,"Paycor HCM, Inc.",16.2,Low ESG Risk,Software & Services,NAS,PYCR,2539272448.0,2539272448.0,,0.434,-0.046040002,,0.7548387096774194,0.0001589300655219,0.1888288749684963,0.5633958470063702,0.8140757685329154,0.9022614745919918,0.9596944109570869,0.11039268993402429,0.0884652150663892,0.0884652150663892,0.0884652150663892
850,Bank of Georgia Group Plc,16.2,Low ESG Risk,Banks,LON,BGEO.L,1845224448.0,1845224448.0,3.0815258,1.054,0.40313,0.076,0.7548387096774194,0.0001154344007495,0.188796253219917,,,,,,,,
851,Travis Perkins Plc,16.2,Low ESG Risk,Traders & Distributors,LON,TPK.L,1807961472.0,1807961472.0,,1.521,-0.00838,-0.922,0.7548387096774194,0.0001130991474061,0.1887945017799094,,,,,,,,
852,"Hanesbrands, Inc.",16.2,Low ESG Risk,Textiles & Apparel,NYS,HBI,2169896448.0,2169896448.0,,1.572,-0.60838,,0.7548387096774194,0.0001357814437105,0.1888115135021377,1.561863180194151,0.857953181743522,0.8859319746306706,1.0139757845809714,0.16155237582414772,0.14342220597448616,0.12076573604868769,0.1258001007912588
853,KLA Corp.,16.2,Low ESG Risk,Semiconductors,NAS,KLAC,95426961408.0,95426961408.0,34.952736,1.276,0.87845004,0.245,0.7548387096774194,0.0059801582521625,0.1931947961084767,1.7248651932784815,1.397903166714946,1.3071825380484778,1.1614476316084439,0.07012706357203301,0.09126636877118585,0.09319406618847512,0.11778346001315586
854,DENSO Corp.,16.2,Low ESG Risk,Auto Components,TKS,6902.T,6031271788544.0,6031271788544.0,18.761486,0.8,0.06799,0.137,0.7548387096774194,0.3779767877961353,0.4721922682664564,,,,,,,,
855,"Genesco, Inc.",16.2,Low ESG Risk,Retailing,NYS,GCO,299607168.0,299607168.0,,2.41,-0.01377,,0.7548387096774194,1.8571285983432023e-05,0.1887236058838424,0.9765280147191528,0.9490383626678341,0.9172356669999904,1.0362767913244617,0.18436229273742238,0.2167144792373311,0.1705379903600583,0.14626317190700505
856,Clarus Corp.,16.2,Low ESG Risk,Consumer Durables,NAS,CLAR,153448800.0,153448800.0,,0.831,-0.07163,,0.7548387096774194,9.411609162520082e-06,0.1887167361262267,0.8190230728877881,0.8860265483288736,0.9871244268857647,0.9873958683550417,0.12310480524303918,0.1208629792049851,0.1150904006484039,0.16811053755793984
857,"New York Mortgage Trust, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NYMT,573367616.0,573367616.0,,1.981,-0.10271,,0.7548387096774194,3.57277257024912e-05,0.1887364732136317,0.887856697860162,0.8627814939013875,0.9813486113847616,0.9425059519597722,0.09948201375494965,0.15411464084614454,0.11668499236567419,0.1251405508459008
858,Mears Group Plc,16.2,Low ESG Risk,Commercial Services,LON,MER.L,352653408.0,352653408.0,9.378049,1.265,0.21062,0.641,0.7548387096774194,2.189566912764264e-05,0.1887260991712006,,,,,,,,
859,"Procore Technologies, Inc.",16.2,Low ESG Risk,Software & Services,NYS,PCOR,8019294720.0,8019294720.0,,0.73,-0.07642,,0.7548387096774194,0.0005023605079234,0.1890864478002974,1.0734546441700878,0.9444002608526583,0.9718025832712415,0.9886241602923144,0.09456029941407836,0.1085374731240643,0.1085374731240643,0.1085374731240643
860,"Hibbett, Inc.",16.2,Low ESG Risk,Retailing,NAS,HIBB,1045330496.0,1045330496.0,10.801234,1.882,0.23582001,-0.026,0.7548387096774194,6.530541948371106e-05,0.1887586564839676,1.8809556482273757,1.3225504989225798,1.0792858616969638,1.1414718476933727,0.14439758464126415,0.17278788649168014,0.15374210648335754,0.13289288106923786
861,E.ON SE,16.2,Low ESG Risk,Utilities,ETR,EOAN.DE,35061534720.0,35061534720.0,19.456522,0.615,0.11229999,0.523,0.7548387096774194,0.0021970850885477,0.1903574912357656,,,,,,,,
862,"F.C.C. Co., Ltd.",16.2,Low ESG Risk,Auto Components,TKS,7296.T,116735754240.0,116735754240.0,8.46376,0.582,0.07658,0.591,0.7548387096774194,0.0073155703702349,0.194196355197031,,,,,,,,
863,"ZOZO, Inc.",16.2,Low ESG Risk,Retailing,TKS,3092.T,1396857896960.0,1396857896960.0,31.545889,0.822,0.56994,0.001,0.7548387096774194,0.0875402285889727,0.2543648488610844,,,,,,,,
864,"Revvity, Inc.",16.2,Low ESG Risk,Pharmaceuticals,NYS,RVTY,14647502848.0,14647502848.0,74.225,1.046,0.02507,0.58,0.7548387096774194,0.0009177472229298,0.1893979878365522,1.048869373951365,1.0659861612972528,1.107237073697698,1.08531184067076,0.08827941871156188,0.09446794070175747,0.07946400780622287,0.10224734210352404
865,XP Power Ltd.,16.2,Low ESG Risk,Electrical Equipment,LON,XPP.L,309284320.0,309284320.0,,1.475,-0.1009,-0.773,0.7548387096774194,1.9177748590258896e-05,0.1887240607307975,,,,,,,,
866,"Hilton Worldwide Holdings, Inc.",16.2,Low ESG Risk,Consumer Services,NYS,HLT,52967022592.0,52967022592.0,45.44186,1.31,,0.077,0.7548387096774194,0.0033192136705272,0.1911990876722502,1.445862380929774,1.1843197318691567,1.1576390844494953,1.065643179639689,0.05745259414131392,0.09435776543375571,0.07945416395502085,0.07684813115086903
867,"Japan Excellent, Inc.",16.3,Low ESG Risk,Real Estate,TKS,8987.T,162293710848.0,162293710848.0,19.790491,0.768,,-0.297,0.7612903225806451,0.0101706662833913,0.1979505803577047,,,,,,,,
868,Alfresa Holdings Corp.,16.3,Low ESG Risk,Healthcare,TKS,2784.T,452170678272.0,452170678272.0,15.351183,-0.007,0.06242,0.176,0.7612903225806451,0.0283371207653533,0.2115754212191763,,,,,,,,
869,"The Buckle, Inc.",16.3,Low ESG Risk,Retailing,NYS,BKE,2111174656.0,2111174656.0,10.141464,1.075,0.45898998,-0.152,0.7612903225806451,0.0001321013763669,0.1904216566774365,1.3640157450941477,1.2823422705392546,1.1002278294140273,1.1409273342747754,0.14427015080069927,0.13574567824432307,0.12318952864176148,0.11345431618177734
870,ABOUT YOU Holding SE,16.3,Low ESG Risk,Retailing,ETR,YOU.DE,507438144.0,507438144.0,,1.811,-0.3202,,0.7612903225806451,3.1595956411708184e-05,0.19034627761247,,,,,,,,
871,Diversified Healthcare Trust,16.3,Low ESG Risk,Real Estate,NAS,DHC,777057280.0,777057280.0,,2.208,-0.15131,,0.7612903225806451,4.849286203734779e-05,0.1903589502916892,1.7925051918622463,0.8343648803571535,0.8781777805840992,1.021267605228745,0.2576604505841411,0.2435852594921486,0.17965026368878503,0.12978273454876693
872,Espec Corp.,16.3,Low ESG Risk,Technology Hardware,TKS,6859.T,53177847808.0,53177847808.0,10.59335,0.924,0.102019995,0.338,0.7612903225806451,0.0033324259885811,0.1928219001365971,,,,,,,,
873,"Stitch Fix, Inc.",16.3,Low ESG Risk,Retailing,NAS,SFIX,418406240.0,418406240.0,,1.921,-0.54077,,0.7612903225806451,2.601636847193004e-05,0.1903420929215152,1.4109148020921405,0.7588885332750519,0.8462525232602252,0.9354056540093729,0.26908250071369705,0.25277043802656324,0.24816595158795046,0.24816595158795046
874,"Aspen Technology, Inc.",16.3,Low ESG Risk,Software & Services,NAS,AZPN,14251239424.0,14251239424.0,,0.754,-0.00075,0.682,0.7612903225806451,0.0008929135787844,0.1909922658292495,0.9360854267780756,1.0949881552392096,1.1735376252585272,1.1268460903989665,0.09487058776983905,0.10400722169244385,0.09340497189020533,0.16585573517707505
875,Sartorius AG,16.3,Low ESG Risk,Pharmaceuticals,ETR,SRT3.DE,15632861184.0,15632861184.0,221.3158,0.929,0.03953,,0.7612903225806451,0.0009794991707249,0.1910572050232049,,,,,,,,
876,"Ryman Hospitality Properties, Inc.",16.3,Low ESG Risk,Real Estate,NYS,RHP,5959450624.0,5959450624.0,18.08909,1.667,0.4081,0.429,0.7612903225806451,0.0003732710381995,0.1906025339238109,1.2880471129029507,1.069528701576992,1.1174658784800144,1.0772568565234637,0.07869995671353376,0.13398923584135286,0.10482160463196656,0.12393784582411352
877,SÜSS MicroTec SE,16.3,Low ESG Risk,Semiconductors,ETR,SMHN.DE,986359744.0,986359744.0,32.25,2.032,0.14229,1.998,0.7612903225806451,6.160974993295262e-05,0.190368787957611,,,,,,,,
878,"Verisk Analytics, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,VRSK,38917357568.0,38917357568.0,43.93087,0.863,2.42046,0.583,0.7612903225806451,0.0024387277098335,0.1921516264275364,1.1848502259897942,1.1227722757503433,1.1635968050085197,1.0975704590196935,0.06685088863741151,0.07692410192973492,0.06261696934050512,0.05767118566155346
879,"H.U. Group Holdings, Inc.",16.3,Low ESG Risk,Healthcare,TKS,4544.T,149689761792.0,149689761792.0,,0.459,-0.0427,,0.7612903225806451,0.0093807826687891,0.1973581676467531,,,,,,,,
880,"Under Armour, Inc.",16.3,Low ESG Risk,Retailing,NYS,UAA,3165688320.0,3165688320.0,,1.655,-0.04364,,0.7612903225806451,0.0001981872563452,0.1904712210874202,1.009092951058217,0.8078366797212753,0.8519101038085072,1.0148023762648135,0.13214211438310303,0.1478320580019587,0.12768113469838047,0.12570764248831634
881,"IDEXX Laboratories, Inc.",16.3,Low ESG Risk,Healthcare,NAS,IDXX,39534817280.0,39534817280.0,47.747513,1.332,0.63246,-0.086,0.7612903225806451,0.0024774236222827,0.1921806483618733,1.072662542118957,1.1128766720929244,1.2256453870337116,1.2051435158604116,0.10694729949209313,0.10202799788929304,0.08840051031056331,0.10122729930489716
882,Persimmon Plc,16.3,Low ESG Risk,Homebuilders,LON,PSN.L,5054315008.0,5054315008.0,19.7625,1.367,0.07581,0.006,0.7612903225806451,0.0003165466108875,0.1905599906033269,,,,,,,,
883,Criteo SA,16.3,Low ESG Risk,Software & Services,NAS,CRTO,2444869120.0,2444869120.0,25.389534,0.997,0.099530004,,0.7612903225806451,0.0001530138529428,0.1904373410348684,1.5361378595529123,1.1922758169112844,1.0285136008779148,1.0087389342976025,0.11418446994436977,0.1673447937645788,0.14995266502443153,0.1569093440950953
884,"Nomura Real Estate Holdings, Inc.",16.3,Low ESG Risk,Real Estate,TKS,3231.T,703489441792.0,703489441792.0,10.351846,0.698,0.09923001,0.011,0.7612903225806451,0.0440871505746243,0.2233879435761295,,,,,,,,
885,Capri Holdings Ltd.,16.3,Low ESG Risk,Textiles & Apparel,NYS,CPRI,4305187840.0,4305187840.0,,1.966,-0.1703,,0.7612903225806451,0.0002695991603204,0.1905247800154016,0.6411916172180412,1.0120676811772324,0.9357452166737075,1.0074243768628321,0.07239284116531701,0.18253861436534596,0.155368409568404,0.1466519773378788
886,"Nitori Holdings Co., Ltd.",16.3,Low ESG Risk,Retailing,TKS,9843.T,2487958372352.0,2487958372352.0,28.328575,0.723,,0.057,0.7612903225806451,0.1559189869898198,0.3072618208875262,,,,,,,,
887,TopBuild Corp.,16.3,Low ESG Risk,Homebuilders,NYS,BLD,10872803328.0,10872803328.0,18.550179,1.777,0.26857,-0.077,0.7612903225806451,0.0006811885628109,0.1908334720672694,1.866755549115147,1.3733379453134553,1.3170060291765844,1.1164392729692363,0.14071912538718054,0.1374705462328347,0.11750445459503532,0.11750445459503532
888,"City Office REIT, Inc.",16.3,Low ESG Risk,Real Estate,NYS,CIO,232090704.0,232090704.0,,1.94,-0.00836,,0.7612903225806451,1.4340060643458772e-05,0.1903333356906438,1.573359768409806,0.9052273782352225,0.9898383599366531,1.000204248574612,0.17342677839068504,0.15665343879197266,0.11623414413485267,0.11401178453217321
889,Endava Plc,16.3,Low ESG Risk,Software & Services,NYS,DAVA,1751587840.0,1751587840.0,31.926315,1.225,0.07231,,0.7612903225806451,0.0001095662381556,0.190404755323778,0.5406994204072194,0.9604205805341418,1.0171986259495023,1.0068442772390467,0.23170421152608286,0.1474415637659467,0.14215936983950642,0.14215936983950642
890,"Resources Connection, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,RGP,320320320.0,320320320.0,15.435483,0.633,0.050479997,-0.109,0.7612903225806451,1.986936956809839e-05,0.1903374826723373,0.8136353547483033,0.9600321621331778,1.0119278772752966,1.0159971090941378,0.06889508804068524,0.07025666265824722,0.0747178436486165,0.09973736126560417
891,"Fortinet, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FTNT,57444593664.0,57444593664.0,44.437866,0.998,4.30883,0.485,0.7612903225806451,0.003599820963311,0.1930224463676446,0.9672386803183305,1.2997981235148288,1.2761328764445348,1.1492562266297477,0.07710802706485399,0.11004879386570746,0.10046368641793701,0.10535198264265795
892,"F5, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FFIV,11652799488.0,11652799488.0,21.52099,1.057,0.19534001,0.649,0.7612903225806451,0.0007300705587233,0.1908701335642038,1.1033446341129822,1.0474756245539505,1.0406344755486112,1.068091256578797,0.06587077093718892,0.08708914285516896,0.07722886681266412,0.1666052884232795
893,Spirax-Sarco Engineering Plc,16.3,Low ESG Risk,Machinery,LON,SPX.L,5493252608.0,5493252608.0,28.692308,0.679,0.16874,0.101,0.7612903225806451,0.0003440546257591,0.1905806216144806,,,,,,,,
894,"Strategic Education, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,STRA,2298310656.0,2298310656.0,19.166325,0.566,0.07153,1.102,0.7677419354838708,0.000143829102292,0.1920433556976867,1.6415734982271992,0.9989568554957284,1.0868547255267014,1.0892657565188624,0.07423432507039107,0.09933528933667066,0.10185091879358002,0.10612711658218278
895,"Gakken Holdings Co., Ltd.",16.4,Low ESG Risk,Media,TKS,9470.T,41921880064.0,41921880064.0,11.701626,0.395,0.082279995,,0.7677419354838708,0.0026270197347179,0.1939057486720061,,,,,,,,
896,"Cohu, Inc.",16.4,Low ESG Risk,Semiconductors,NAS,COHU,1095572736.0,1095572736.0,,1.533,-0.030840002,,0.7677419354838708,6.845407725442929e-05,0.1919868244289085,0.9234115534048208,1.1965526304761933,1.1157105541729333,1.0328307845408846,0.07314309831752477,0.13589506931909504,0.1257032782636283,0.13258975553694052
897,"WW International, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,WW,61887904.0,61887904.0,,1.724,,-0.554,0.7677419354838708,3.673530472471157e-06,0.191938239018822,0.10398656770193485,0.4947563155042615,0.7275246739777559,0.8772703111898332,0.23472676932747408,0.2686770232046045,0.2818685900562165,0.20218562205467744
898,"Pure Storage, Inc.",16.4,Low ESG Risk,Technology Hardware,NYS,PSTG,15087604736.0,15087604736.0,107.88372,1.111,0.111899994,,0.7677419354838708,0.0009453282031878,0.1926444800233586,1.6693518254201272,1.2775431888843858,1.161783804279999,1.0618181073968793,0.12743609988637666,0.13412666776794582,0.13298139426758676,0.13298139426758676
899,TDK Corp.,16.4,Low ESG Risk,Technology Hardware,TKS,6762.T,3469294174208.0,3469294174208.0,20.450018,0.706,0.100030005,3.049,0.7677419354838708,0.2174188444443819,0.3549996172042542,,,,,,,,
900,Turtle Beach Corp.,16.4,Low ESG Risk,Consumer Durables,NAS,HEAR,280805664.0,280805664.0,,2.067,-0.02702,,0.7677419354838708,1.7393004488204304e-05,0.1919485286243338,1.7264005732583279,1.055660579455818,0.9300756885053778,1.0256440243535863,0.2562853181678431,0.20023746277026497,0.2969980479475526,0.2827976144109633
901,"Tri Pointe Homes, Inc.",16.4,Low ESG Risk,Homebuilders,NYS,TPH,3930754816.0,3930754816.0,9.567199,1.59,0.14193,1.083,0.7677419354838708,0.0002461336171713,0.1921200840838461,1.670666463714834,1.2508076375375563,1.1329799724628737,1.0365379337870428,0.10879421812810623,0.12421697313576595,0.1064627895618983,0.10541307813768978
