,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score,return_rate_1y_avg,return_rate_5y_avg,return_rate_10y_avg,return_rate_25y_avg,volatility_1y,volatility_5y,volatility_10y,volatility_25y,industry_Auto Components,industry_Automobiles,industry_Banks,industry_Building Products,industry_Chemicals,industry_Commercial Services,industry_Construction Materials,industry_Consumer Durables,industry_Consumer Services,industry_Containers & Packaging,industry_Diversified Financials,industry_Diversified Metals,industry_Electrical Equipment,industry_Energy Services,industry_Food Products,industry_Food Retailers,industry_Healthcare,industry_Homebuilders,industry_Household Products,industry_Insurance,industry_Machinery,industry_Media,industry_Oil & Gas Producers,industry_Paper & Forestry,industry_Pharmaceuticals,industry_Precious Metals,industry_Real Estate,industry_Refiners & Pipelines,industry_Retailing,industry_Semiconductors,industry_Software & Services,industry_Technology Hardware,industry_Telecommunication Services,industry_Textiles & Apparel,industry_Traders & Distributors,industry_Transportation,industry_Transportation Infrastructure,industry_Utilities,stock_exchange_ETR,stock_exchange_LON,stock_exchange_NAS,stock_exchange_NYS,stock_exchange_TKS,stock_ticker_label,trailing_pe_scaled
774,"Nextage Co., Ltd.",15.8,Low ESG Risk,Retailing,TKS,3186.T,147381780480.0,147381780480.0,12.437952,0.732,0.17325,-0.117,0.7290322580645161,0.0092361425553566,0.1891851714326465,17617537596960.0,3.641719930330927e+34,,,0.1009837338640974,0.1293766209187019,0.1411015439078298,0.1381036584884847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0.0010757983
775,"UiPath, Inc.",15.8,Low ESG Risk,Software & Services,NYS,PATH,6703988224.0,6703988224.0,303.10654,0.87,-0.058920003,,0.7290322580645161,0.0004199308626785,0.1825730126631379,23910.647090913106,89799867167.02309,299666.2596406594,155.11547919810326,0.0656219796177887,0.1467562242718566,0.1467562242718566,0.1467562242718566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1251,0.026236743
776,"Tradeweb Markets, Inc.",15.8,Low ESG Risk,Diversified Financials,NAS,TW,24864712704.0,24864712704.0,56.38614,1.016,0.083050005,0.31,0.7290322580645161,0.0015580550039553,0.1834266057690955,158870782.5199653,4.48949909006375e+19,943307604240.7412,61639.81607396139,0.0534976236962928,0.0841110163451815,0.0944550300958606,0.0944550300958606,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1529,0.0048800553
777,Newriver Reit Plc,15.8,Low ESG Risk,Real Estate,LON,NRR.L,247286944.0,247286944.0,79.200005,1.103,0.00811,,0.7290322580645161,1.5292401923658447e-05,0.1822695338175717,36646555.48716025,1.1531282778905448e+19,6.118316121267221e+22,,0.0338617220365654,0.0904002375063009,0.0992690444445163,0.0824763241659027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1183,0.006854876
778,"Napco Security Technologies, Inc.",15.8,Low ESG Risk,Technology Hardware,NAS,NSSC,1296876160.0,1296876160.0,26.246267,1.646,0.31228,0.287,0.7290322580645161,8.106966904034063e-05,0.1823188667679093,4907696.539744595,224173349102540.2,569102521459.5571,498243.0231323605,0.1554478088549258,0.1609702278394564,0.1451982122426157,0.1397033016155813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1187,0.002271078
779,Nohmi Bosai Ltd.,15.8,Low ESG Risk,Technology Hardware,TKS,6744.T,155217281024.0,155217281024.0,17.793066,0.357,0.07463,,0.7290322580645161,0.0097271897235428,0.1895534568087861,36425926312512.0,1.380762568645545e+34,,,0.0941475548433076,0.0560287671917169,0.0712127022311341,0.0806395007494904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,172,0.0015393493
780,Arata Corp.,15.8,Low ESG Risk,Retailing,TKS,2733.T,124044648448.0,124044648448.0,11.665171,0.059,0.098450005,0.155,0.7290322580645161,0.0077736153647132,0.1880882760396639,165310527016250.0,8.573897753082845e+34,,,0.0297339977854857,0.0567058344841063,0.0760423139250264,0.0919207397571432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,0.0010089045
781,"Nippon Accommodations Fund, Inc.",15.8,Low ESG Risk,Real Estate,TKS,3226.T,325746393088.0,325746393088.0,27.952993,0.265,0.076799996,0.063,0.7290322580645161,0.0204141697195381,0.1975686918057826,1.7013719526224393e+23,9.55298544800399e+59,,,0.0111344012448353,0.0469484168750647,0.045799121720109,0.058945464436684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,0.0024188163
782,"Dentsu Group, Inc.",15.9,Low ESG Risk,Media,TKS,4324.T,1147514388480.0,1147514388480.0,49.009983,0.854,-0.014249999,-0.997,0.735483870967742,0.0719139870926999,0.2378064580614604,304260403138521.6,1.2767574900848327e+37,,,0.0851584581149917,0.0818457162888317,0.0899608347061863,0.088793086602358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0.004241558
783,"Haverty Furniture Cos., Inc.",15.9,Low ESG Risk,Retailing,NYS,HVT,409856736.0,409856736.0,10.695279,1.371,0.12726,-0.614,0.735483870967742,2.5480575039842085e-05,0.1838900781732154,492502.3781993171,368637066005670.0,83015080018147.98,324833411251.5651,0.1302401240633604,0.1331547448895588,0.1188856951847621,0.1111498043268847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,937,0.0009249485
784,Graham Holdings Co.,15.9,Low ESG Risk,Consumer Services,NYS,GHC,3235356416.0,3235356416.0,24.3168,1.115,0.03509,,0.735483870967742,0.0002025533234601,0.1840228827345306,320111365965.6201,5.54229555187694e+28,5.05303933894228e+30,,0.0848568888590303,0.0737044094677885,0.0720247478026668,0.0677587167897947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,844,0.0021040589
785,Repligen Corp.,15.9,Low ESG Risk,Pharmaceuticals,NAS,RGEN,8092379648.0,8092379648.0,50.163414,0.949,-0.00096000003,-0.83,0.735483870967742,0.0005069407063076,0.1842511732716662,467098725.92333984,3.1226944779965504e+23,4.741026953797112e+21,,0.2282281921108478,0.125279737505497,0.1145087346367187,0.1573513130841276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1347,0.0043414016
786,Whitestone REIT,15.9,Low ESG Risk,Real Estate,NYS,WSR,658776128.0,658776128.0,41.903225,1.264,0.03782,-0.773,0.735483870967742,4.108023735392794e-05,0.1839017779199509,30953.51995682746,7528654174.254019,26142823894.797287,896034.5856923945,0.0396656213845611,0.0871227753714596,0.0935891177394066,0.081092910733796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1620,0.0036263806
787,"Mitsui O.S.K. Lines, Ltd.",15.9,Low ESG Risk,Transportation,TKS,9104.T,1772186107904.0,1772186107904.0,6.3938823,1.285,0.12165,0.174,0.735483870967742,0.1110618726868194,0.2671673722570501,569196985332096.0,3.3737005675040655e+34,,,0.0966606978001208,0.1304368010961002,0.1183862045260134,0.1145658357810753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,336,0.0005526096
788,"Merit Medical Systems, Inc.",15.9,Low ESG Risk,Healthcare,NAS,MMSI,5673000448.0,5673000448.0,48.48756,0.872,0.094469994,0.743,0.735483870967742,0.0003553193391394,0.1841374572462901,68576686.5139188,8.5751412567535e+18,4.537922405577736e+18,,0.0791939828476464,0.0739096187622635,0.1057641641844284,0.1225295082157734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1122,0.004196336
789,Intertek Group Plc,15.9,Low ESG Risk,Commercial Services,LON,ITRK.L,8112140288.0,8112140288.0,26.5,0.633,0.2514,0.085,0.735483870967742,0.0005081790964091,0.1842521020642423,596074286610000.0,1.12852895564762e+38,,,0.0372456826873672,0.0561300615498238,0.0586728830386168,0.0641309028077214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,985,0.0022930417
790,Nojima Corp.,15.9,Low ESG Risk,Retailing,TKS,7419.T,175843360768.0,175843360768.0,8.099632,0.533,0.12941,0.657,0.735483870967742,0.0110198165304965,0.1921358301398079,8241353403150.0,4.1501589164866055e+32,,,0.0359976681375221,0.0811728254351798,0.0961706915595456,0.1220226748488998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,209,0.0007002633
791,Elastic NV,15.9,Low ESG Risk,Software & Services,NYS,ESTC,7305169408.0,7305169408.0,116.55737,0.944,0.104169995,,0.735483870967742,0.0004576066073629,0.1842141726974577,68615572.77276595,3.1801417621101144e+20,67872185833951.57,340939.04033038067,0.150202767015368,0.1485871474645211,0.1509046469092758,0.1509046469092758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,760,0.010088616
792,Hochiki Corp.,15.9,Low ESG Risk,Technology Hardware,TKS,6745.T,44849377280.0,44849377280.0,7.2992406,0.265,0.12359,5.546,0.735483870967742,0.0028104846211941,0.1859788312078311,22588626972600.0,4.323838834916511e+32,,,0.1120593860957058,0.0624384315245485,0.0811675425264098,0.0778323715129667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,173,0.00063097954
793,"IBIDEN Co., Ltd.",15.9,Low ESG Risk,Technology Hardware,TKS,4062.T,597749530624.0,597749530624.0,17.985674,0.9928571428571428,0.069070004,0.134,0.735483870967742,0.0374604796106271,0.2119663274499058,809335515350832.0,6.3094804086568055e+38,,,0.031668116677004,0.1264933716077154,0.1080523009549705,0.113634543059625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,96,0.001556022
794,"Stride, Inc.",15.9,Low ESG Risk,Consumer Services,NYS,LRN,3384370688.0,3384370688.0,16.673773,0.266,0.19232,1.083,0.735483870967742,0.000211891978454,0.184029886725776,34438092.133942984,4.440086374683672e+16,5358856253902797.0,118098234130.6756,0.0765312629796277,0.1492800951065958,0.1341142858871958,0.1437706211536787,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1075,0.0014424608
795,"Zenrin Co., Ltd.",15.9,Low ESG Risk,Media,TKS,9474.T,45794979840.0,45794979840.0,22.022589,0.522,0.06532,,0.735483870967742,0.0028697450930313,0.186023276561709,683084290212.0,6.982442895718423e+30,,,0.0642391690519137,0.0597776827492002,0.1014186942013255,0.1049036840524359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350,0.0019054667
796,"Old Dominion Freight Line, Inc.",15.9,Low ESG Risk,Transportation,NAS,ODFL,40669282304.0,40669282304.0,32.496574,0.992,0.32136002,0.113,0.735483870967742,0.0025485200167394,0.18578235775449,1358655207.327078,3.628220692563491e+22,4.173919037009038e+20,,0.1420747007206114,0.0905014402506918,0.0843384697611933,0.094009761446448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1211,0.0028121192
797,Vertu Motors Plc,15.9,Low ESG Risk,Retailing,LON,VTU.L,229261040.0,229261040.0,9.928572,1.148,0.07402,-0.178,0.735483870967742,1.4162726919044382e-05,0.1838815897871248,25297467.51545702,4.202883764770112e+17,1.9155204494423877e+18,,0.0166106507503325,0.0966965283499487,0.1050883559144417,0.1196398405931867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1588,0.0008585805
798,"Azenta, Inc.",15.9,Low ESG Risk,Pharmaceuticals,NAS,AZTA,2257455104.0,2257455104.0,50.163414,1.473,-0.066350006,,0.735483870967742,0.0001412687038846,0.1839769192698489,7440368.109234059,5.326630710409076e+18,2.3109664811371248e+17,,0.1978374469338295,0.1497942286603782,0.1373146473174421,0.1560880130751627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,490,0.0043414016
799,"Dorman Products, Inc.",15.9,Low ESG Risk,Auto Components,NAS,DORM,3323208960.0,3323208960.0,19.908424,0.823,0.14955,0.471,0.735483870967742,0.0002080590014582,0.1840270119930292,114644114.4491099,2.4142221358491848e+20,1.477056314221535e+21,,0.0881879099579317,0.0871681294897347,0.0841892186020317,0.1111770924013396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,711,0.0017224597
800,EPR Properties,16.0,Low ESG Risk,Real Estate,NYS,EPR,3608881920.0,3608881920.0,19.45306,1.755,0.085209996,4.1,0.7419354838709677,0.0002259619927537,0.1856533424623072,4098270.5611162,1.8951290750246348e+16,9.210666394000204e+17,,0.0384281824400618,0.1152065037001507,0.1076243240001622,0.099537487213635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,749,0.0016830423
801,"Burlington Stores, Inc.",16.0,Low ESG Risk,Retailing,NYS,BURL,16738754560.0,16738754560.0,39.657616,1.638,0.45173,1.447,0.7419354838709677,0.0010488049933142,0.1862704747127276,4425322532.741742,1.386983760315312e+24,2.0298205581369265e+24,83063156509.48505,0.050181213787355,0.1440754605395553,0.115497518610816,0.1122015371055884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,550,0.0034319954
802,"Sekisui House, Ltd.",16.0,Low ESG Risk,Homebuilders,TKS,1928.T,2493842718720.0,2493842718720.0,10.729721,0.622,0.12652999,0.453,0.7419354838709677,0.1562877562349251,0.3026996881439358,186979228101491.7,1.059279336144247e+35,,,0.0270808357977683,0.0572783888353557,0.0550097452782296,0.0643927885790733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.0009279299
803,Phoenix Spree Deutschland Ltd.,16.0,Low ESG Risk,Real Estate,LON,PSDL.L,149678656.0,149678656.0,60.117207,1.0494262948207171,-0.0010904097837295,,0.7419354838709677,9.17533599471692e-06,0.1854907524697379,659192782.5,1.3628823033390734e+25,8.107353417264524e+26,58016515606.50908,0.0091346819570937,0.1738894595405125,0.1276447147979353,0.1276447147979353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1303,0.005203025
804,NSK Ltd.,16.0,Low ESG Risk,Auto Components,TKS,6471.T,354442018816.0,354442018816.0,25.774046,0.409,0.02182,,0.7419354838709677,0.0222125112133507,0.2021432543777549,333251114550.6602,8.584413159415495e+29,,,0.041055003083865,0.064733070942822,0.0938733252861505,0.0993988805044641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,156,0.0022302014
805,"Walgreens Boots Alliance, Inc.",16.0,Low ESG Risk,Food Retailers,NAS,WBA,7691780096.0,7691780096.0,341.58865,0.683,-0.55966,1.915,0.7419354838709677,0.0004818353190408,0.1858452474570226,10991.969585998491,1392241715824767.2,7.496619556307775e+17,,0.1170158928508577,0.1110369250834835,0.0912007624961292,0.0820984204098128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1596,0.029567843
806,Target Healthcare REIT Plc,16.0,Low ESG Risk,Real Estate,LON,THRL.L,534024032.0,534024032.0,9.566667,1.0494262948207171,-0.0010904097837295,,0.7419354838709677,3.32620816251271e-05,0.1855088175289607,44116553.73938799,3.788804386752573e+20,3.1903429137771377e+22,121153029256.08131,0.0208034359746223,0.1172797275860609,0.0886678234910582,0.0812213519659906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1492,0.0008272532
807,"Boot Barn Holdings, Inc.",16.0,Low ESG Risk,Retailing,NYS,BOOT,4256791552.0,4256791552.0,28.30629,2.114,0.16892,0.115,0.7419354838709677,0.0002665661875014,0.185683795608368,354248099.63317984,2.340444274192389e+19,1.1494066894298394e+17,15932817.509195156,0.0727317913121174,0.139668288969929,0.1966422288670743,0.1941764617801022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,539,0.0024493984
808,"W.W. Grainger, Inc.",16.0,Low ESG Risk,Traders & Distributors,NYS,GWW,47465418752.0,47465418752.0,26.633972,1.159,0.55533004,0.025,0.7419354838709677,0.002974430721315,0.1877146940087282,843334019603.1957,3.344799297750861e+28,2.325222280819587e+28,,0.0473309838533451,0.0817765419779729,0.0797761103859173,0.0713326385886269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,875,0.0023046387
809,"AMMO, Inc.",16.0,Low ESG Risk,Consumer Durables,NAS,POWW,162697088.0,162697088.0,50.694576,0.246,-0.059970003,,0.7419354838709677,9.991195062293662e-06,0.1854913643640386,7.000681368332974,170006.42884465688,19849.255877824773,52.37182308214539,0.1129682214791703,0.2124078330768491,0.2013441666408349,0.2013441666408349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1292,0.00438738
810,"Hulic Co., Ltd.",16.0,Low ESG Risk,Real Estate,TKS,3003.T,1117622239232.0,1117622239232.0,11.810137,0.397,0.122770004,0.278,0.7419354838709677,0.0700406600274022,0.2380143659882936,4556910233893.569,4.4550614278935105e+31,,,0.0386892661287068,0.0525638544334741,0.057908123718531,0.1046510534123106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0.0010214532
811,"Itochu-Shokuhin Co., Ltd.",16.0,Low ESG Risk,Food Retailers,TKS,2692.T,91853881344.0,91853881344.0,13.568469,0.396,0.063379996,0.086,0.7419354838709677,0.0057562349894076,0.1898010472097977,2611353873120000.0,7.164919524210568e+38,,,0.0349730244827705,0.0541045833083952,0.0564917130804379,0.0573469193486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0.0011736585
812,Deere & Co.,16.0,Low ESG Risk,Machinery,NYS,DE,105946128384.0,105946128384.0,13.216042,0.929,0.35481,-0.383,0.7419354838709677,0.0066393895452032,0.1904634131266444,20682633486.925343,1.9648200957712796e+26,2.4440338846708492e+25,,0.0204660394694547,0.0869638759198819,0.0790984436099051,0.0817837104275526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,683,0.0011431515
813,Graphic Packaging Holding Co.,16.0,Low ESG Risk,Containers & Packaging,NYS,GPK,8787337216.0,8787337216.0,12.512821,0.839,0.27399,0.274,0.7419354838709677,0.0005504933732827,0.185896740997704,689329.4944544841,39714717265519.38,19315779938721.098,2820037216.061131,0.0961222116054451,0.069500235613359,0.0708232343845437,0.1360517412535602,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,859,0.0010822791
814,"Cooper-Standard Holdings, Inc.",16.0,Low ESG Risk,Auto Components,NYS,CPS,228436288.0,228436288.0,28.302135,2.73,0.0834965958319148,,0.7419354838709677,1.4111040095492816e-05,0.1854944542478135,37837.94008683531,1735084192587.2097,1.4359940507979789e+17,73063441829.12167,0.1634007276088946,0.3234209735896614,0.2436503254227114,0.2012137096980119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,634,0.0024490387
815,"Invitation Homes, Inc.",16.0,Low ESG Risk,Real Estate,NYS,INVH,21863479296.0,21863479296.0,45.75641,1.004,0.047020003,-0.459,0.7419354838709677,0.0013699691046834,0.1865113477962545,1669583.204382959,4775549065273111.0,12973217687111.574,175881.06317340117,0.0347202993765234,0.0590858059265929,0.0603926462855541,0.0603926462855541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,969,0.003959921
816,"Bright Horizons Family Solutions, Inc.",16.0,Low ESG Risk,Consumer Services,NYS,BFAM,8062200320.0,8062200320.0,79.37142,1.488,0.08357,0.914,0.7419354838709677,0.0005050493818837,0.1858626580041547,258304429.2124423,1.627390099504796e+21,2.517970675768451e+22,56999316192.54675,0.0927797731495959,0.1183826265080424,0.0933196936858613,0.0874548407202621,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,511,0.0068697142
817,"G-7 Holdings, Inc.",16.0,Low ESG Risk,Retailing,TKS,7508.T,69412454400.0,69412454400.0,13.406537,0.558,0.17211,-0.205,0.7419354838709677,0.0043498412192805,0.1887462518822023,7033896224208.0,4.67857888093708e+32,,,0.0449000324878671,0.0880815942153127,0.0884819931283332,0.1027732001901404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,217,0.0011596413
818,Viad Corp.,16.0,Low ESG Risk,Commercial Services,NYS,VVI,664565312.0,664565312.0,32.708332,2.046,0.15073,1.978,0.7419354838709677,4.144304281777107e-05,0.1855149532498552,1230422.9350472027,4153168407865414.5,4.402858581241714e+17,,0.0578411477292925,0.1599001117050485,0.1338420196275153,0.1211114233237936,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1590,0.0028304493
819,"Sirius XM Holdings, Inc.",16.0,Low ESG Risk,Media,NAS,SIRI,10280461312.0,10280461312.0,8.090909,1.089,0.0594458747512499,,0.7419354838709677,0.0006440667646665,0.1859669210412418,857145.9035884375,4.847747505784537e+17,1.0459374577389732e+19,,0.1947998121688056,0.1001941620129498,0.0840916424398243,0.2203292286656618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1422,0.0006995082
820,"Ribbon Communications, Inc.",16.0,Low ESG Risk,Technology Hardware,NAS,RBBN,499147232.0,499147232.0,56.325687,1.089,-0.12475,,0.7419354838709677,3.1076368819770784e-05,0.1855071782443567,110.29301443733738,1269933.2229119942,52604057.26564685,,0.0975975477864096,0.1735293725325448,0.151115414194762,0.2594094142193865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1326,0.004874822
821,"Take-Two Interactive Software, Inc.",16.0,Low ESG Risk,Software & Services,NAS,TTWO,27400241152.0,27400241152.0,303.10654,0.859,-0.50901,,0.7419354838709677,0.0017169553903767,0.1867715875105244,586102614.8657053,4.016440885100188e+22,3.4454987634787465e+22,,0.0645497015437028,0.0862732113179595,0.0872057382035361,0.1367215291523801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1528,0.026236743
822,"COLOPL, Inc.",16.1,Low ESG Risk,Software & Services,TKS,3668.T,72141692928.0,72141692928.0,449.6,0.388,0.00213,,0.7483870967741937,0.0045208813261573,0.1904874351881664,130906311624.0,2.370815428686476e+29,,,0.0134036099867678,0.0606145302556443,0.1796627395230476,0.2292268193871399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,91,0.038917556
823,G-III Apparel Group Ltd.,16.1,Low ESG Risk,Textiles & Apparel,NAS,GIII,1387876736.0,1387876736.0,7.7512565,2.189,0.12794,0.514,0.7483870967741937,8.677263273706743e-05,0.1871618536681012,603122.8135431185,141151856676809.16,1.5021582803034844e+16,,0.0991336338574243,0.148220577548305,0.166028721357116,0.1648019931962799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,845,0.0006701071
