,Unnamed: 0,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth
796,4129,"Old Dominion Freight Line, Inc.",15.9,Low ESG Risk,Transportation,NAS,ODFL,40669282304,40669282304,32.496574,0.992,0.32136002,0.113
797,3000,Vertu Motors Plc,15.9,Low ESG Risk,Retailing,LON,VTU.L,229261040,229261040,9.928572,1.148,0.07402,-0.178
798,1917,"Azenta, Inc.",15.9,Low ESG Risk,Pharmaceuticals,NAS,AZTA,2257455104,2257455104,,1.473,-0.066350006,
799,32,"Dorman Products, Inc.",15.9,Low ESG Risk,Auto Components,NAS,DORM,3323208960,3323208960,19.908424,0.823,0.14955,0.471
800,2277,EPR Properties,16.0,Low ESG Risk,Real Estate,NYS,EPR,3608881920,3608881920,19.45306,1.755,0.085209996,4.1
801,2776,"Burlington Stores, Inc.",16.0,Low ESG Risk,Retailing,NYS,BURL,16738754560,16738754560,39.657616,1.638,0.45173,1.447
802,1522,"Sekisui House, Ltd.",16.0,Low ESG Risk,Homebuilders,TKS,1928.T,2493842718720,2493842718720,10.729721,0.622,0.12652999,0.453
803,2539,Phoenix Spree Deutschland Ltd.,16.0,Low ESG Risk,Real Estate,LON,PSDL.L,149678656,149678656,,,,
804,82,NSK Ltd.,16.0,Low ESG Risk,Auto Components,TKS,6471.T,354442018816,354442018816,25.774046,0.409,0.02182,
805,1353,"Walgreens Boots Alliance, Inc.",16.0,Low ESG Risk,Food Retailers,NAS,WBA,7691780096,7691780096,,0.683,-0.55966,1.915
806,2654,Target Healthcare REIT Plc,16.0,Low ESG Risk,Real Estate,LON,THRL.L,534024032,534024032,9.566667,,,
807,2771,"Boot Barn Holdings, Inc.",16.0,Low ESG Risk,Retailing,NYS,BOOT,4256791552,4256791552,28.30629,2.114,0.16892,0.115
808,4058,"W.W. Grainger, Inc.",16.0,Low ESG Risk,Traders & Distributors,NYS,GWW,47465418752,47465418752,26.633972,1.159,0.55533004,0.025
809,722,"AMMO, Inc.",16.0,Low ESG Risk,Consumer Durables,NAS,POWW,162697088,162697088,,0.246,-0.059970003,
810,2372,"Hulic Co., Ltd.",16.0,Low ESG Risk,Real Estate,TKS,3003.T,1117622239232,1117622239232,11.810137,0.397,0.122770004,0.278
811,1314,"Itochu-Shokuhin Co., Ltd.",16.0,Low ESG Risk,Food Retailers,TKS,2692.T,91853881344,91853881344,13.568469,0.396,0.063379996,0.086
812,1637,Deere & Co.,16.0,Low ESG Risk,Machinery,NYS,DE,105946128384,105946128384,13.216042,0.929,0.35481,-0.383
813,981,Graphic Packaging Holding Co.,16.0,Low ESG Risk,Containers & Packaging,NYS,GPK,8787337216,8787337216,12.512821,0.839,0.27399,0.274
814,29,"Cooper-Standard Holdings, Inc.",16.0,Low ESG Risk,Auto Components,NYS,CPS,228436288,228436288,,2.73,,
815,2395,"Invitation Homes, Inc.",16.0,Low ESG Risk,Real Estate,NYS,INVH,21863479296,21863479296,45.75641,1.004,0.047020003,-0.459
816,836,"Bright Horizons Family Solutions, Inc.",16.0,Low ESG Risk,Consumer Services,NYS,BFAM,8062200320,8062200320,79.37142,1.488,0.08357,0.914
817,2829,"G-7 Holdings, Inc.",16.0,Low ESG Risk,Retailing,TKS,7508.T,69412454400,69412454400,13.406537,0.558,0.17211,-0.205
818,684,Viad Corp.,16.0,Low ESG Risk,Commercial Services,NYS,VVI,664565312,664565312,32.708332,2.046,0.15073,1.978
819,1839,"Sirius XM Holdings, Inc.",16.0,Low ESG Risk,Media,NAS,SIRI,10280461312,10280461312,8.090909,1.089,,
820,3744,"Ribbon Communications, Inc.",16.0,Low ESG Risk,Technology Hardware,NAS,RBBN,499147232,499147232,,1.089,-0.12475,
821,3404,"Take-Two Interactive Software, Inc.",16.0,Low ESG Risk,Software & Services,NAS,TTWO,27400241152,27400241152,,0.859,-0.50901,
822,3181,"COLOPL, Inc.",16.1,Low ESG Risk,Software & Services,TKS,3668.T,72141692928,72141692928,449.6,0.388,0.00213,
823,3919,G-III Apparel Group Ltd.,16.1,Low ESG Risk,Textiles & Apparel,NAS,GIII,1387876736,1387876736,7.7512565,2.189,0.12794,0.514
824,3239,GB Group Plc,16.1,Low ESG Risk,Software & Services,LON,GBG.L,788055232,788055232,,0.303,-0.073649995,
825,1177,"Voya Financial, Inc.",16.1,Low ESG Risk,Diversified Financials,NYS,VOYA,6920955904,6920955904,9.274045,1.026,0.15583,0.39
826,1951,"IQVIA Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NYS,IQV,43910598656,43910598656,31.241245,1.498,0.22837,0.239
827,3198,"Datadog, Inc.",16.1,Low ESG Risk,Software & Services,NAS,DDOG,36311269376,36311269376,229.14893,1.105,0.0804,
828,1736,"Clear Channel Outdoor Holdings, Inc.",16.1,Low ESG Risk,Media,NYS,CCO,757867840,757867840,,3.081,,
829,1957,"Maravai Lifesciences Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NAS,MRVI,2237342208,2237342208,,0.01,-0.19385,
830,3165,"CACI International, Inc.",16.1,Low ESG Risk,Software & Services,NYS,CACI,10484523008,10484523008,25.24597,0.928,0.124560006,0.276
831,1875,Warner Music Group Corp.,16.1,Low ESG Risk,Media,NAS,WMG,14475836416,14475836416,26.875002,1.37,1.25054,0.137
832,4355,National Grid Plc,16.1,Low ESG Risk,Utilities,LON,NG.L,50593185792,50593185792,18.827272,0.254,0.07458,-0.824
833,2975,"The Aaron's Co., Inc.",16.1,Low ESG Risk,Retailing,NYS,AAN,317716544,317716544,,1.424,-0.062230002,
834,1706,"Atlanta Braves Holdings, Inc.",16.1,Low ESG Risk,Media,NAS,BATRK,2562872832,2562872832,,0.941,-0.16225,
835,420,Johnson Controls International Plc,16.1,Low ESG Risk,Building Products,NYS,JCI,45825761280,45825761280,28.823528,1.3,0.1042,-0.052
836,3081,PVA TePla AG,16.1,Low ESG Risk,Semiconductors,ETR,TPE.DE,273180000,273180000,10.048,2.049,0.21521999,0.4
837,1791,"Lifull Co., Ltd.",16.1,Low ESG Risk,Media,TKS,2120.T,18175223808,18175223808,,1.17,-0.014199999,
838,2831,"Gap, Inc.",16.1,Low ESG Risk,Retailing,NYS,GPS,9207895040,9207895040,13.638888,2.374,0.27719,
839,1649,JOST Werke SE,16.1,Low ESG Risk,Machinery,ETR,JST.DE,613135040,613135040,14.644129,1.404,0.11017,-0.308
840,2275,Empiric Student Property PLC,16.1,Low ESG Risk,Real Estate,LON,ESP.L,588377408,588377408,10.833333,1.049,0.07322,0.025
841,691,"World Holdings Co., Ltd.",16.1,Low ESG Risk,Commercial Services,TKS,2429.T,34371686400,34371686400,6.868564,0.663,0.12677,-0.189
842,2784,Carvana Co.,16.1,Low ESG Risk,Retailing,NYS,CVNA,15843979264,15843979264,54.409637,3.441,,
843,1398,Definitive Healthcare Corp.,16.1,Low ESG Risk,Healthcare,NAS,DH,502457664,502457664,,1.337,-0.49617,
844,4084,"Expeditors International of Washington, Inc.",16.2,Low ESG Risk,Transportation,NYS,EXPD,17292412928,17292412928,26.237686,0.958,0.28525,-0.046
845,3192,"CSG Systems International, Inc.",16.2,Low ESG Risk,Software & Services,NAS,CSGS,1351832064,1351832064,20.639639,0.833,0.19694,0.067
846,2502,"NNN REIT, Inc.",16.2,Low ESG Risk,Real Estate,NYS,NNN,8935059456,8935059456,21.914415,1.077,0.09694,0.074
847,2639,"Summit Hotel Properties, Inc.",16.2,Low ESG Risk,Real Estate,NYS,INN,685766848,685766848,inf,2.047,0.010089999,
848,2493,"Newmark Group, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NMRK,3530704896,3530704896,57.04,2.01,0.0424,1.229
849,3355,"Paycor HCM, Inc.",16.2,Low ESG Risk,Software & Services,NAS,PYCR,2539272448,2539272448,,0.434,-0.046040002,
850,219,Bank of Georgia Group Plc,16.2,Low ESG Risk,Banks,LON,BGEO.L,1845224448,1845224448,3.0815258,1.054,0.40313,0.076
851,4053,Travis Perkins Plc,16.2,Low ESG Risk,Traders & Distributors,LON,TPK.L,1807961472,1807961472,,1.521,-0.00838,-0.922
852,3928,"Hanesbrands, Inc.",16.2,Low ESG Risk,Textiles & Apparel,NYS,HBI,2169896448,2169896448,,1.572,-0.60838,
853,3059,KLA Corp.,16.2,Low ESG Risk,Semiconductors,NAS,KLAC,95426961408,95426961408,34.952736,1.276,0.87845004,0.245
854,31,DENSO Corp.,16.2,Low ESG Risk,Auto Components,TKS,6902.T,6031271788544,6031271788544,18.761486,0.8,0.06799,0.137
855,2832,"Genesco, Inc.",16.2,Low ESG Risk,Retailing,NYS,GCO,299607168,299607168,,2.41,-0.01377,
856,728,Clarus Corp.,16.2,Low ESG Risk,Consumer Durables,NAS,CLAR,153448800,153448800,,0.831,-0.07163,
857,2492,"New York Mortgage Trust, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NYMT,573367616,573367616,,1.981,-0.10271,
858,617,Mears Group Plc,16.2,Low ESG Risk,Commercial Services,LON,MER.L,352653408,352653408,9.378049,1.265,0.21062,0.641
859,3365,"Procore Technologies, Inc.",16.2,Low ESG Risk,Software & Services,NYS,PCOR,8019294720,8019294720,,0.73,-0.07642,
860,2848,"Hibbett, Inc.",16.2,Low ESG Risk,Retailing,NAS,HIBB,1045330496,1045330496,10.801234,1.882,0.23582001,-0.026
861,4317,E.ON SE,16.2,Low ESG Risk,Utilities,ETR,EOAN.DE,35061534720,35061534720,19.456522,0.615,0.11229999,0.523
862,36,"F.C.C. Co., Ltd.",16.2,Low ESG Risk,Auto Components,TKS,7296.T,116735754240,116735754240,8.46376,0.582,0.07658,0.591
863,3020,"ZOZO, Inc.",16.2,Low ESG Risk,Retailing,TKS,3092.T,1396857896960,1396857896960,31.545889,0.822,0.56994,0.001
864,1978,"Revvity, Inc.",16.2,Low ESG Risk,Pharmaceuticals,NYS,RVTY,14647502848,14647502848,74.225,1.046,0.02507,0.58
865,1242,XP Power Ltd.,16.2,Low ESG Risk,Electrical Equipment,LON,XPP.L,309284320,309284320,,1.475,-0.1009,-0.773
866,872,"Hilton Worldwide Holdings, Inc.",16.2,Low ESG Risk,Consumer Services,NYS,HLT,52967022592,52967022592,45.44186,1.31,,0.077
867,2401,"Japan Excellent, Inc.",16.3,Low ESG Risk,Real Estate,TKS,8987.T,162293710848,162293710848,19.790491,0.768,,-0.297
868,1365,Alfresa Holdings Corp.,16.3,Low ESG Risk,Healthcare,TKS,2784.T,452170678272,452170678272,15.351183,-0.007,0.06242,0.176
869,2976,"The Buckle, Inc.",16.3,Low ESG Risk,Retailing,NYS,BKE,2111174656,2111174656,10.141464,1.075,0.45898998,-0.152
870,2740,ABOUT YOU Holding SE,16.3,Low ESG Risk,Retailing,ETR,YOU.DE,507438144,507438144,,1.811,-0.3202,
871,2263,Diversified Healthcare Trust,16.3,Low ESG Risk,Real Estate,NAS,DHC,777057280,777057280,,2.208,-0.15131,
872,3603,Espec Corp.,16.3,Low ESG Risk,Technology Hardware,TKS,6859.T,53177847808,53177847808,10.59335,0.924,0.102019995,0.338
873,2963,"Stitch Fix, Inc.",16.3,Low ESG Risk,Retailing,NAS,SFIX,418406240,418406240,,1.921,-0.54077,
874,3134,"Aspen Technology, Inc.",16.3,Low ESG Risk,Software & Services,NAS,AZPN,14251239424,14251239424,,0.754,-0.00075,0.682
875,1981,Sartorius AG,16.3,Low ESG Risk,Pharmaceuticals,ETR,SRT3.DE,15632861184,15632861184,221.3158,0.929,0.03953,
876,2591,"Ryman Hospitality Properties, Inc.",16.3,Low ESG Risk,Real Estate,NYS,RHP,5959450624,5959450624,18.08909,1.667,0.4081,0.429
877,3094,SÜSS MicroTec SE,16.3,Low ESG Risk,Semiconductors,ETR,SMHN.DE,986359744,986359744,32.25,2.032,0.14229,1.998
878,683,"Verisk Analytics, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,VRSK,38917357568,38917357568,43.93087,0.863,2.42046,0.583
879,1414,"H.U. Group Holdings, Inc.",16.3,Low ESG Risk,Healthcare,TKS,4544.T,149689761792,149689761792,,0.459,-0.0427,
880,2993,"Under Armour, Inc.",16.3,Low ESG Risk,Retailing,NYS,UAA,3165688320,3165688320,,1.655,-0.04364,
881,1424,"IDEXX Laboratories, Inc.",16.3,Low ESG Risk,Healthcare,NAS,IDXX,39534817280,39534817280,47.747513,1.332,0.63246,-0.086
882,1520,Persimmon Plc,16.3,Low ESG Risk,Homebuilders,LON,PSN.L,5054315008,5054315008,19.7625,1.367,0.07581,0.006
883,3190,Criteo SA,16.3,Low ESG Risk,Software & Services,NAS,CRTO,2444869120,2444869120,25.389534,0.997,0.099530004,
884,2503,"Nomura Real Estate Holdings, Inc.",16.3,Low ESG Risk,Real Estate,TKS,3231.T,703489441792,703489441792,10.351846,0.698,0.09923001,0.011
885,3896,Capri Holdings Ltd.,16.3,Low ESG Risk,Textiles & Apparel,NYS,CPRI,4305187840,4305187840,,1.966,-0.1703,
886,2915,"Nitori Holdings Co., Ltd.",16.3,Low ESG Risk,Retailing,TKS,9843.T,2487958372352,2487958372352,28.328575,0.723,,0.057
887,1527,TopBuild Corp.,16.3,Low ESG Risk,Homebuilders,NYS,BLD,10872803328,10872803328,18.550179,1.777,0.26857,-0.077
888,2222,"City Office REIT, Inc.",16.3,Low ESG Risk,Real Estate,NYS,CIO,232090704,232090704,,1.94,-0.00836,
889,3219,Endava Plc,16.3,Low ESG Risk,Software & Services,NYS,DAVA,1751587840,1751587840,31.926315,1.225,0.07231,
890,645,"Resources Connection, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,RGP,320320320,320320320,15.435483,0.633,0.050479997,-0.109
891,3233,"Fortinet, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FTNT,57444593664,57444593664,44.437866,0.998,4.30883,0.485
892,3226,"F5, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FFIV,11652799488,11652799488,21.52099,1.057,0.19534001,0.649
893,1670,Spirax-Sarco Engineering Plc,16.3,Low ESG Risk,Machinery,LON,SPX.L,5493252608,5493252608,28.692308,0.679,0.16874,0.101
894,915,"Strategic Education, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,STRA,2298310656,2298310656,19.166325,0.566,0.07153,1.102
895,1763,"Gakken Holdings Co., Ltd.",16.4,Low ESG Risk,Media,TKS,9470.T,41921880064,41921880064,11.701626,0.395,0.082279995,
896,3043,"Cohu, Inc.",16.4,Low ESG Risk,Semiconductors,NAS,COHU,1095572736,1095572736,,1.533,-0.030840002,
897,953,"WW International, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,WW,61887904,61887904,,1.724,,-0.554
898,3738,"Pure Storage, Inc.",16.4,Low ESG Risk,Technology Hardware,NYS,PSTG,15087604736,15087604736,107.88372,1.111,0.111899994,
899,3784,TDK Corp.,16.4,Low ESG Risk,Technology Hardware,TKS,6762.T,3469294174208,3469294174208,20.450018,0.706,0.100030005,3.049
900,803,Turtle Beach Corp.,16.4,Low ESG Risk,Consumer Durables,NAS,HEAR,280805664,280805664,,2.067,-0.02702,
901,1528,"Tri Pointe Homes, Inc.",16.4,Low ESG Risk,Homebuilders,NYS,TPH,3930754816,3930754816,9.567199,1.59,0.14193,1.083
902,2454,"LTC Properties, Inc.",16.4,Low ESG Risk,Real Estate,NYS,LTC,1591781504,1591781504,16.561085,0.908,0.10391,2.003
903,2541,Picton Property Income Ltd.,16.4,Low ESG Risk,Real Estate,LON,PCTN.L,406196480,406196480,,0.423,-0.0089300005,
904,3250,"GungHo Online Entertainment, Inc.",16.4,Low ESG Risk,Software & Services,TKS,3765.T,171335172096,171335172096,12.970552,0.223,0.12385,-0.208
905,2353,"Heiwa Real Estate REIT, Inc.",16.4,Low ESG Risk,Real Estate,TKS,8966.T,151636623360,151636623360,18.388105,0.472,0.06846,
906,40,Fox Factory Holding Corp.,16.4,Low ESG Risk,Auto Components,NAS,FOXF,1531440896,1531440896,37.489796,1.638,0.03435,-0.862
907,3605,"Evolv Technologies Holdings, Inc.",16.4,Low ESG Risk,Technology Hardware,NAS,EVLV,587661504,587661504,,1.245,-0.12833999,
908,3342,"OneSpan, Inc.",16.4,Low ESG Risk,Software & Services,NAS,OSPN,564658112,564658112,34.67442,0.763,0.08943,
909,1451,"OraSure Technologies, Inc.",16.4,Low ESG Risk,Healthcare,NAS,OSUR,313932576,313932576,11.694444,0.048,0.06594,
910,893,"Mister Car Wash, Inc.",16.4,Low ESG Risk,Consumer Services,NYS,MCW,1927755648,1927755648,28.52381,1.647,0.077800006,-0.135
911,1083,flatexDEGIRO AG,16.4,Low ESG Risk,Diversified Financials,ETR,FTK.DE,1320946176,1320946176,11.7696085,1.035,0.16610001,2.056
912,3356,"PayPal Holdings, Inc.",16.4,Low ESG Risk,Software & Services,NAS,PYPL,70898581504,70898581504,16.832525,1.438,0.22034,0.174
913,3726,PAR Technology Corp.,16.5,Low ESG Risk,Technology Hardware,NYS,PAR,1907081856,1907081856,,2.168,-0.15656,
914,3917,"Fujibo Holdings, Inc.",16.5,Low ESG Risk,Textiles & Apparel,TKS,3104.T,47565844480,47565844480,22.66465,0.657,0.059759997,0.898
915,656,"SECOM Co., Ltd.",16.5,Low ESG Risk,Commercial Services,TKS,9735.T,2281179971584,2281179971584,22.727272,0.314,0.085209996,-0.063
916,2247,Cushman & Wakefield Plc,16.5,Low ESG Risk,Real Estate,NYS,CWK,2840407552,2840407552,154.87502,1.307,0.01263,1.948
917,1576,Just Group Plc,16.5,Low ESG Risk,Insurance,LON,JUST.L,1414709376,1414709376,15.133332,1.509,0.08502,-0.361
918,2911,"National Vision Holdings, Inc.",16.5,Low ESG Risk,Retailing,NAS,EYE,761977984,761977984,,1.412,-0.084300004,
919,3227,"FactSet Research Systems, Inc.",16.5,Low ESG Risk,Software & Services,NYS,FDS,16315356160,16315356160,32.321022,0.748,0.28812,0.182
920,1529,Vistry Group Plc,16.5,Low ESG Risk,Homebuilders,LON,VTY.L,4488144384,4488144384,18.424656,2.143,0.07802,0.378
921,2317,"FRP Holdings, Inc.",16.5,Low ESG Risk,Real Estate,NAS,FRPH,542940160,542940160,71.325,0.47,0.01647,2.609
922,1167,Synchrony Financial,16.5,Low ESG Risk,Diversified Financials,NYS,SYF,19038085120,19038085120,6.7276535,1.612,0.20775,0.174
923,1331,Performance Food Group Co.,16.5,Low ESG Risk,Food Retailers,NYS,PFGC,11140644864,11140644864,25.623655,1.446,0.110740006,0.116
924,2119,AEW UK REIT Plc,16.5,Low ESG Risk,Real Estate,LON,AEWU.L,155890192,155890192,16.400002,,,
925,1901,PotlatchDeltic Corp.,16.5,Low ESG Risk,Paper & Forestry,NAS,PCH,3285148160,3285148160,90.5,1.142,0.01699,-0.389
926,1625,AGCO Corp.,16.5,Low ESG Risk,Machinery,NYS,AGCO,6649882624,6649882624,15.908928,1.251,0.096260004,
927,2573,"Redwood Trust, Inc.",16.5,Low ESG Risk,Real Estate,NYS,RWT,974431936,974431936,40.944443,1.626,0.03071,45.372
928,1916,"Avantor, Inc.",16.5,Low ESG Risk,Pharmaceuticals,NYS,AVTR,17539870720,17539870720,49.615383,1.329,0.068959996,
929,3803,"Viavi Solutions, Inc.",16.5,Low ESG Risk,Technology Hardware,NAS,VIAV,1768646528,1768646528,,0.911,-0.0376,
930,3456,"Zscaler, Inc.",16.5,Low ESG Risk,Software & Services,NAS,ZS,24056875008,24056875008,,0.823,-0.057729997,
931,1693,4imprint Group Plc,16.5,Low ESG Risk,Media,LON,FOUR.L,1427767808,1427767808,22.04348,0.977,0.92727995,0.104
932,4119,Mobico Group Plc,16.5,Low ESG Risk,Transportation,LON,MCG.L,413586912,413586912,,1.597,-0.100710005,
933,2986,"Tilly's, Inc.",16.5,Low ESG Risk,Retailing,NYS,TLYS,137492656,137492656,,1.616,-0.28173,
934,1450,"Omnicell, Inc.",16.5,Low ESG Risk,Healthcare,NAS,OMCL,2046264192,2046264192,,0.832,-0.017549999,0.046
935,2118,AEON REIT Investment Corp.,16.5,Low ESG Risk,Real Estate,TKS,3292.T,282697760768,282697760768,20.151005,0.411,0.05802,0.001
936,1772,"iHeartMedia, Inc.",16.6,Low ESG Risk,Media,NAS,IHRT,223809376,223809376,,1.705,,
937,4048,"SiteOne Landscape Supply, Inc.",16.6,Low ESG Risk,Traders & Distributors,NYS,SITE,6059777536,6059777536,39.61652,1.533,0.10241,-0.03
938,2879,"Leslie's, Inc.",16.6,Low ESG Risk,Retailing,NAS,LESL,536247680,536247680,145.00002,1.166,,-0.159
939,2672,Triple Point Social Housing Reit Plc,16.6,Low ESG Risk,Real Estate,LON,SOHO.L,255752896,255752896,7.222222,,,
940,1386,"Certara, Inc.",16.6,Low ESG Risk,Healthcare,NAS,CERT,1845396736,1845396736,,1.498,-0.07351,
941,2279,Equity Commonwealth,16.6,Low ESG Risk,Real Estate,NYS,EQC,2181093888,2181093888,23.581396,0.373,0.04245,0.667
942,299,"Huntington Bancshares, Inc.",16.6,Low ESG Risk,Banks,NAS,HBAN,21292623872,21292623872,13.83019,1.068,0.08875,-0.143
943,3090,Siltronic AG,16.6,Low ESG Risk,Semiconductors,ETR,WAF.DE,2130000000,2130000000,19.137466,1.565,0.05589,-0.601
944,1484,TOKAI Corp. /9729/,16.6,Low ESG Risk,Healthcare,TKS,9729.T,74509967360,74509967360,12.286765,0.051,0.07611,0.408
945,1277,Diageo Plc,16.6,Low ESG Risk,Food Products,LON,DGE.L,54156292096,54156292096,18.61832,0.359,0.35039002,-0.031
946,899,Perdoceo Education Corp.,16.6,Low ESG Risk,Consumer Services,NAS,PRDO,1387678848,1387678848,10.357842,1.035,0.16118999,-0.288
947,897,OneSpaWorld Holdings Ltd.,16.6,Low ESG Risk,Consumer Services,NAS,OSW,1609454208,1609454208,29.557693,2.139,0.111,
948,1474,STRATEC SE,16.6,Low ESG Risk,Healthcare,ETR,SBS.DE,486843776,486843776,33.65546,0.157,0.06479,2.325
949,2168,"Blackstone Mortgage Trust, Inc.",16.6,Low ESG Risk,Real Estate,NYS,BXMT,3163374336,3163374336,,1.528,-0.036059998,
950,2383,"Independence Realty Trust, Inc.",16.6,Low ESG Risk,Real Estate,NYS,IRT,4570406400,4570406400,,1.159,-0.00253,-0.035
951,104,"Tachi-S Co., Ltd.",16.6,Low ESG Risk,Auto Components,TKS,7239.T,66025283584,66025283584,9.606307,0.506,0.07869,
952,3287,"Kyndryl Holdings, Inc.",16.6,Low ESG Risk,Software & Services,NYS,KD,5320073216,5320073216,,1.732,-0.1541,
953,2246,CubeSmart,16.6,Low ESG Risk,Real Estate,NYS,CUBE,11765665792,11765665792,29.191011,0.838,0.14154,-0.047
954,115,Vitesco Technologies Group AG,16.6,Low ESG Risk,Auto Components,ETR,VTSC.DE,2037579904,2037579904,78.87097,0.563,0.00853,
955,1523,"Sumitomo Forestry Co., Ltd.",16.6,Low ESG Risk,Homebuilders,TKS,1911.T,1237518516224,1237518516224,10.916937,0.694,0.16274999,0.101
956,1524,Taylor Morrison Home Corp.,16.6,Low ESG Risk,Homebuilders,NYS,TMHC,6675657728,6675657728,9.501484,1.962,0.13833,-0.123
957,3389,"Smartsheet, Inc.",16.6,Low ESG Risk,Software & Services,NYS,SMAR,7281033216,7281033216,,0.746,-0.070089996,
958,2511,Office Properties Income Trust,16.6,Low ESG Risk,Real Estate,NAS,OPI,107530296,107530296,3.147059,1.117,0.01069,
959,928,"Tokyo Individualized Educational Institute, Inc.",16.6,Low ESG Risk,Consumer Services,TKS,4745.T,21716520960,21716520960,19.772615,0.399,0.15090999,
960,1578,Legal & General Group Plc,16.6,Low ESG Risk,Insurance,LON,LGEN.L,13208677376,13208677376,4512.0,1.313,0.06513,-0.409
961,3575,"Corning, Inc.",16.7,Low ESG Risk,Technology Hardware,NYS,GLW,35058069504,35058069504,80.333336,1.036,0.044260003,-0.636
962,3353,"Paychex, Inc.",16.7,Low ESG Risk,Software & Services,NAS,PAYX,47565090816,47565090816,28.312634,0.993,0.46348998,0.082
963,601,Johnson Service Group Plc,16.7,Low ESG Risk,Commercial Services,LON,JSG.L,642476544,642476544,2214.2856,1.802,0.11115,0.435
964,3820,Xerox Holdings Corp.,16.7,Low ESG Risk,Technology Hardware,NAS,XRX,1273159680,1273159680,,1.594,-0.0332,
965,3052,"GLOBALFOUNDRIES, Inc.",16.7,Low ESG Risk,Semiconductors,NAS,GFS,22297309184,22297309184,27.678082,1.538,0.07461,-0.349
966,3302,"Match Group, Inc.",16.7,Low ESG Risk,Software & Services,NAS,MTCH,9291957248,9291957248,15.665217,1.486,,0.017
967,2840,"Guess?, Inc.",16.7,Low ESG Risk,Retailing,NYS,GES,1055536640,1055536640,7.3857675,1.964,0.35018003,
968,1349,"The Duckhorn Portfolio, Inc.",16.7,Low ESG Risk,Food Retailers,NYS,NAPA,898487744,898487744,11.314815,0.22,0.057290003,-0.211
969,109,Toyota Boshoku Corp.,16.7,Low ESG Risk,Auto Components,TKS,3116.T,335692922880,335692922880,6.317099,0.422,0.13175,-0.272
970,3836,Helios Towers Plc,16.7,Low ESG Risk,Telecommunication Services,LON,HTWS.L,1160458624,1160458624,,0.503,,
971,3723,"Osaki Electric Co., Ltd.",16.7,Low ESG Risk,Technology Hardware,TKS,6644.T,33214969856,33214969856,14.005935,0.178,0.046550002,-0.552
972,877,InterContinental Hotels Group Plc,16.7,Low ESG Risk,Consumer Services,LON,IHG.L,12146553856,12146553856,2592.5422,0.977,,-0.202
973,3098,"Tokyo Seimitsu Co., Ltd.",16.7,Low ESG Risk,Semiconductors,TKS,7729.T,275354025984,275354025984,14.320276,0.93,0.13063,0.092
974,3962,"Oxford Industries, Inc.",16.7,Low ESG Risk,Textiles & Apparel,NYS,OXM,1283583616,1283583616,31.492308,1.522,0.06755,-0.335
975,774,Nikon Corp.,16.7,Low ESG Risk,Consumer Durables,TKS,7731.T,505204604928,505204604928,15.504,0.424,0.04842,0.069
976,413,Carrier Global Corp.,16.7,Low ESG Risk,Building Products,NYS,CARR,63851651072,63851651072,18.81117,1.19,0.31099,10.087
977,791,SUNCORP,16.7,Low ESG Risk,Consumer Durables,TKS,6736.T,147552632832,147552632832,,1.348,-0.02711,
978,891,ME Group International Plc,16.7,Low ESG Risk,Consumer Services,LON,MEGP.L,707359936,707359936,1341.4286,1.203,0.34004003,0.118
979,2971,TAKKT AG,16.8,Low ESG Risk,Retailing,ETR,TTK.DE,628436800,628436800,121.25,1.107,0.00877,-0.839
980,3531,"Apple, Inc.",16.8,Low ESG Risk,Technology Hardware,NAS,AAPL,3358737825792,3358737825792,33.675304,1.24,1.60583,0.111
981,1109,Janus Henderson Group Plc,16.8,Low ESG Risk,Diversified Financials,NYS,JHG,5738281472,5738281472,12.339041,1.488,0.10406999,0.5
982,2985,"Tile Shop Holdings, Inc.",16.8,Low ESG Risk,Retailing,NAS,TTSH,264775680,264775680,49.416668,1.437,0.04502,-0.762
983,2116,Advance Residence Investment Corp.,16.8,Low ESG Risk,Real Estate,TKS,3269.T,473606488064,473606488064,29.029425,0.129,0.06726,0.027
984,1976,"Regeneron Pharmaceuticals, Inc.",16.8,Low ESG Risk,Pharmaceuticals,NAS,REGN,126193721344,126193721344,30.284922,0.122,0.16551,0.46
985,3417,The Sage Group plc,16.8,Low ESG Risk,Software & Services,LON,SGE.L,9974544384,9974544384,3845.3848,0.529,0.22306,0.556
986,2678,"Uniti Group, Inc.",16.8,Low ESG Risk,Real Estate,NAS,UNIT,1267143808,1267143808,,1.297,,-0.346
987,1921,"Bio-Rad Laboratories, Inc.",16.8,Low ESG Risk,Pharmaceuticals,NYS,BIO,8989946880,8989946880,,0.947,-0.17413001,
