,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro,trailing_pe,beta,return_on_equity,earnings_growth,company_esg_score_scale,market_capital_scale,score
786,Whitestone REIT,15.9,Low ESG Risk,Real Estate,NYS,WSR,658776128.0,658776128.0,41.903225,1.264,0.03782,-0.773,0.735483870967742,4.108023735392794e-05,0.18390177791995097
787,"Mitsui O.S.K. Lines, Ltd.",15.9,Low ESG Risk,Transportation,TKS,9104.T,1772186107904.0,1772186107904.0,6.3938823,1.285,0.12165,0.174,0.735483870967742,0.11106187268681944,0.2671673722570501
788,"Merit Medical Systems, Inc.",15.9,Low ESG Risk,Healthcare,NAS,MMSI,5673000448.0,5673000448.0,48.48756,0.872,0.094469994,0.743,0.735483870967742,0.00035531933913944417,0.1841374572462901
789,Intertek Group Plc,15.9,Low ESG Risk,Commercial Services,LON,ITRK.L,8112140288.0,8112140288.0,26.5,0.633,0.2514,0.085,0.735483870967742,0.0005081790964091125,0.18425210206424233
790,Nojima Corp.,15.9,Low ESG Risk,Retailing,TKS,7419.T,175843360768.0,175843360768.0,8.099632,0.533,0.12941,0.657,0.735483870967742,0.011019816530496539,0.19213583013980792
791,Elastic NV,15.9,Low ESG Risk,Software & Services,NYS,ESTC,7305169408.0,7305169408.0,116.55737,0.944,0.104169995,,0.735483870967742,0.0004576066073629368,0.1842141726974577
792,Hochiki Corp.,15.9,Low ESG Risk,Technology Hardware,TKS,6745.T,44849377280.0,44849377280.0,7.2992406,0.265,0.12359,5.546,0.735483870967742,0.0028104846211941936,0.18597883120783115
793,"IBIDEN Co., Ltd.",15.9,Low ESG Risk,Technology Hardware,TKS,4062.T,597749530624.0,597749530624.0,17.985674,,0.069070004,0.134,0.735483870967742,0.03746047961062712,0.21196632744990584
794,"Stride, Inc.",15.9,Low ESG Risk,Consumer Services,NYS,LRN,3384370688.0,3384370688.0,16.673773,0.266,0.19232,1.083,0.735483870967742,0.00021189197845407267,0.18402988672577605
795,"Zenrin Co., Ltd.",15.9,Low ESG Risk,Media,TKS,9474.T,45794979840.0,45794979840.0,22.022589,0.522,0.06532,,0.735483870967742,0.002869745093031338,0.186023276561709
796,"Old Dominion Freight Line, Inc.",15.9,Low ESG Risk,Transportation,NAS,ODFL,40669282304.0,40669282304.0,32.496574,0.992,0.32136002,0.113,0.735483870967742,0.0025485200167394036,0.18578235775449006
797,Vertu Motors Plc,15.9,Low ESG Risk,Retailing,LON,VTU.L,229261040.0,229261040.0,9.928572,1.148,0.07402,-0.178,0.735483870967742,1.4162726919044382e-05,0.1838815897871248
798,"Azenta, Inc.",15.9,Low ESG Risk,Pharmaceuticals,NAS,AZTA,2257455104.0,2257455104.0,,1.473,-0.066350006,,0.735483870967742,0.0001412687038846054,0.18397691926984897
799,"Dorman Products, Inc.",15.9,Low ESG Risk,Auto Components,NAS,DORM,3323208960.0,3323208960.0,19.908424,0.823,0.14955,0.471,0.735483870967742,0.00020805900145826685,0.1840270119930292
800,EPR Properties,16.0,Low ESG Risk,Real Estate,NYS,EPR,3608881920.0,3608881920.0,19.45306,1.755,0.085209996,4.1,0.7419354838709677,0.00022596199275379982,0.18565334246230727
801,"Burlington Stores, Inc.",16.0,Low ESG Risk,Retailing,NYS,BURL,16738754560.0,16738754560.0,39.657616,1.638,0.45173,1.447,0.7419354838709677,0.0010488049933142184,0.1862704747127276
802,"Sekisui House, Ltd.",16.0,Low ESG Risk,Homebuilders,TKS,1928.T,2493842718720.0,2493842718720.0,10.729721,0.622,0.12652999,0.453,0.7419354838709677,0.15628775623492516,0.3026996881439358
803,Phoenix Spree Deutschland Ltd.,16.0,Low ESG Risk,Real Estate,LON,PSDL.L,149678656.0,149678656.0,,,,,0.7419354838709677,9.17533599471692e-06,0.18549075246973798
804,NSK Ltd.,16.0,Low ESG Risk,Auto Components,TKS,6471.T,354442018816.0,354442018816.0,25.774046,0.409,0.02182,,0.7419354838709677,0.02221251121335071,0.20214325437775496
805,"Walgreens Boots Alliance, Inc.",16.0,Low ESG Risk,Food Retailers,NAS,WBA,7691780096.0,7691780096.0,,0.683,-0.55966,1.915,0.7419354838709677,0.00048183531904087793,0.1858452474570226
806,Target Healthcare REIT Plc,16.0,Low ESG Risk,Real Estate,LON,THRL.L,534024032.0,534024032.0,9.566667,,,,0.7419354838709677,3.32620816251271e-05,0.18550881752896078
807,"Boot Barn Holdings, Inc.",16.0,Low ESG Risk,Retailing,NYS,BOOT,4256791552.0,4256791552.0,28.30629,2.114,0.16892,0.115,0.7419354838709677,0.000266566187501486,0.18568379560836806
808,"W.W. Grainger, Inc.",16.0,Low ESG Risk,Traders & Distributors,NYS,GWW,47465418752.0,47465418752.0,26.633972,1.159,0.55533004,0.025,0.7419354838709677,0.0029744307213150074,0.1877146940087282
809,"AMMO, Inc.",16.0,Low ESG Risk,Consumer Durables,NAS,POWW,162697088.0,162697088.0,,0.246,-0.059970003,,0.7419354838709677,9.991195062293662e-06,0.18549136436403865
810,"Hulic Co., Ltd.",16.0,Low ESG Risk,Real Estate,TKS,3003.T,1117622239232.0,1117622239232.0,11.810137,0.397,0.122770004,0.278,0.7419354838709677,0.0700406600274022,0.2380143659882936
811,"Itochu-Shokuhin Co., Ltd.",16.0,Low ESG Risk,Food Retailers,TKS,2692.T,91853881344.0,91853881344.0,13.568469,0.396,0.063379996,0.086,0.7419354838709677,0.005756234989407678,0.1898010472097977
812,Deere & Co.,16.0,Low ESG Risk,Machinery,NYS,DE,105946128384.0,105946128384.0,13.216042,0.929,0.35481,-0.383,0.7419354838709677,0.006639389545203299,0.19046341312664442
813,Graphic Packaging Holding Co.,16.0,Low ESG Risk,Containers & Packaging,NYS,GPK,8787337216.0,8787337216.0,12.512821,0.839,0.27399,0.274,0.7419354838709677,0.0005504933732827606,0.185896740997704
814,"Cooper-Standard Holdings, Inc.",16.0,Low ESG Risk,Auto Components,NYS,CPS,228436288.0,228436288.0,,2.73,,,0.7419354838709677,1.4111040095492816e-05,0.18549445424781355
815,"Invitation Homes, Inc.",16.0,Low ESG Risk,Real Estate,NYS,INVH,21863479296.0,21863479296.0,45.75641,1.004,0.047020003,-0.459,0.7419354838709677,0.0013699691046834233,0.1865113477962545
816,"Bright Horizons Family Solutions, Inc.",16.0,Low ESG Risk,Consumer Services,NYS,BFAM,8062200320.0,8062200320.0,79.37142,1.488,0.08357,0.914,0.7419354838709677,0.0005050493818837923,0.18586265800415477
817,"G-7 Holdings, Inc.",16.0,Low ESG Risk,Retailing,TKS,7508.T,69412454400.0,69412454400.0,13.406537,0.558,0.17211,-0.205,0.7419354838709677,0.004349841219280569,0.18874625188220237
818,Viad Corp.,16.0,Low ESG Risk,Commercial Services,NYS,VVI,664565312.0,664565312.0,32.708332,2.046,0.15073,1.978,0.7419354838709677,4.144304281777107e-05,0.18551495324985526
819,"Sirius XM Holdings, Inc.",16.0,Low ESG Risk,Media,NAS,SIRI,10280461312.0,10280461312.0,8.090909,1.089,,,0.7419354838709677,0.0006440667646665251,0.18596692104124182
820,"Ribbon Communications, Inc.",16.0,Low ESG Risk,Technology Hardware,NAS,RBBN,499147232.0,499147232.0,,1.089,-0.12475,,0.7419354838709677,3.1076368819770784e-05,0.18550717824435675
821,"Take-Two Interactive Software, Inc.",16.0,Low ESG Risk,Software & Services,NAS,TTWO,27400241152.0,27400241152.0,,0.859,-0.50901,,0.7419354838709677,0.0017169553903767104,0.18677158751052447
822,"COLOPL, Inc.",16.1,Low ESG Risk,Software & Services,TKS,3668.T,72141692928.0,72141692928.0,449.6,0.388,0.00213,,0.7483870967741937,0.004520881326157388,0.19048743518816647
823,G-III Apparel Group Ltd.,16.1,Low ESG Risk,Textiles & Apparel,NAS,GIII,1387876736.0,1387876736.0,7.7512565,2.189,0.12794,0.514,0.7483870967741937,8.677263273706743e-05,0.18716185366810123
824,GB Group Plc,16.1,Low ESG Risk,Software & Services,LON,GBG.L,788055232.0,788055232.0,,0.303,-0.073649995,,0.7483870967741937,4.918209856475553e-05,0.18713366076747198
825,"Voya Financial, Inc.",16.1,Low ESG Risk,Diversified Financials,NYS,VOYA,6920955904.0,6920955904.0,9.274045,1.026,0.15583,0.39,0.7483870967741937,0.00043352812608932163,0.1874219202881154
826,"IQVIA Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NYS,IQV,43910598656.0,43910598656.0,31.241245,1.498,0.22837,0.239,0.7483870967741937,0.002751651802246596,0.18916051304523337
827,"Datadog, Inc.",16.1,Low ESG Risk,Software & Services,NAS,DDOG,36311269376.0,36311269376.0,229.14893,1.105,0.0804,,0.7483870967741937,0.0022754053771326167,0.1888033282263979
828,"Clear Channel Outdoor Holdings, Inc.",16.1,Low ESG Risk,Media,NYS,CCO,757867840.0,757867840.0,,3.081,,,0.7483870967741937,4.729026877375662e-05,0.18713224189512873
829,"Maravai Lifesciences Holdings, Inc.",16.1,Low ESG Risk,Pharmaceuticals,NAS,MRVI,2237342208.0,2237342208.0,,0.01,-0.19385,,0.7483870967741937,0.0001400082380637732,0.18720178037209625
830,"CACI International, Inc.",16.1,Low ESG Risk,Software & Services,NYS,CACI,10484523008.0,10484523008.0,25.24597,0.928,0.124560006,0.276,0.7483870967741937,0.0006568552160734755,0.18758941560560352
831,Warner Music Group Corp.,16.1,Low ESG Risk,Media,NAS,WMG,14475836416.0,14475836416.0,26.875002,1.37,1.25054,0.137,0.7483870967741937,0.0009069889676233877,0.18777701591926596
832,National Grid Plc,16.1,Low ESG Risk,Utilities,LON,NG.L,50593185792.0,50593185792.0,18.827272,0.254,0.07458,-0.824,0.7483870967741937,0.0031704464243468063,0.18947460901180851
833,"The Aaron's Co., Inc.",16.1,Low ESG Risk,Retailing,NYS,AAN,317716544.0,317716544.0,,1.424,-0.062230002,,0.7483870967741937,1.970619213939279e-05,0.18711155383765296
834,"Atlanta Braves Holdings, Inc.",16.1,Low ESG Risk,Media,NAS,BATRK,2562872832.0,2562872832.0,,0.941,-0.16225,,0.7483870967741937,0.00016040909059073766,0.18721708101149148
835,Johnson Controls International Plc,16.1,Low ESG Risk,Building Products,NYS,JCI,45825761280.0,45825761280.0,28.823528,1.3,0.1042,-0.052,0.7483870967741937,0.002871674151533704,0.1892505298071987
836,PVA TePla AG,16.1,Low ESG Risk,Semiconductors,ETR,TPE.DE,273180000.0,273180000.0,10.048,2.049,0.21521999,0.4,0.7483870967741937,1.6915107678458438e-05,0.18710946052430727
837,"Lifull Co., Ltd.",16.1,Low ESG Risk,Media,TKS,2120.T,18175223808.0,18175223808.0,,1.17,-0.014199999,,0.7483870967741937,0.0011388278517718224,0.18795089508237728
838,"Gap, Inc.",16.1,Low ESG Risk,Retailing,NYS,GPS,9207895040.0,9207895040.0,13.638888,2.374,0.27719,,0.7483870967741937,0.0005768495361563496,0.18752941134566567
839,JOST Werke SE,16.1,Low ESG Risk,Machinery,ETR,JST.DE,613135040.0,613135040.0,14.644129,1.404,0.11017,-0.308,0.7483870967741937,3.82199316351695e-05,0.1871254391422748
840,Empiric Student Property PLC,16.1,Low ESG Risk,Real Estate,LON,ESP.L,588377408.0,588377408.0,10.833333,1.049,0.07322,0.025,0.7483870967741937,3.6668382373405246e-05,0.18712427548032848
841,"World Holdings Co., Ltd.",16.1,Low ESG Risk,Commercial Services,TKS,2429.T,34371686400.0,34371686400.0,6.868564,0.663,0.12677,-0.189,0.7483870967741937,0.0021538526157641904,0.18871216365537155
842,Carvana Co.,16.1,Low ESG Risk,Retailing,NYS,CVNA,15843979264.0,15843979264.0,54.409637,3.441,,,0.7483870967741937,0.0009927298424292836,0.1878413215753704
843,Definitive Healthcare Corp.,16.1,Low ESG Risk,Healthcare,NAS,DH,502457664.0,502457664.0,,1.337,-0.49617,,0.7483870967741937,3.1283832050734097e-05,0.18712023706758646
844,"Expeditors International of Washington, Inc.",16.2,Low ESG Risk,Transportation,NYS,EXPD,17292412928.0,17292412928.0,26.237686,0.958,0.28525,-0.046,0.7548387096774194,0.001083502505262857,0.189522304298302
845,"CSG Systems International, Inc.",16.2,Low ESG Risk,Software & Services,NAS,CSGS,1351832064.0,1351832064.0,20.639639,0.833,0.19694,0.067,0.7548387096774194,8.451372993763433e-05,0.18877306271680808
846,"NNN REIT, Inc.",16.2,Low ESG Risk,Real Estate,NYS,NNN,8935059456.0,8935059456.0,21.914415,1.077,0.09694,0.074,0.7548387096774194,0.0005597510572332353,0.18912949071227977
847,"Summit Hotel Properties, Inc.",16.2,Low ESG Risk,Real Estate,NYS,INN,685766848.0,685766848.0,inf,2.047,0.010089999,,0.7548387096774194,4.277173320015773e-05,0.18874175621925496
848,"Newmark Group, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NMRK,3530704896.0,3530704896.0,57.04,2.01,0.0424,1.229,0.7548387096774194,0.00022106267508585297,0.18887547442566924
849,"Paycor HCM, Inc.",16.2,Low ESG Risk,Software & Services,NAS,PYCR,2539272448.0,2539272448.0,,0.434,-0.046040002,,0.7548387096774194,0.00015893006552192038,0.1888288749684963
850,Bank of Georgia Group Plc,16.2,Low ESG Risk,Banks,LON,BGEO.L,1845224448.0,1845224448.0,3.0815258,1.054,0.40313,0.076,0.7548387096774194,0.00011543440074958047,0.18879625321991703
851,Travis Perkins Plc,16.2,Low ESG Risk,Traders & Distributors,LON,TPK.L,1807961472.0,1807961472.0,,1.521,-0.00838,-0.922,0.7548387096774194,0.00011309914740612909,0.18879450177990945
852,"Hanesbrands, Inc.",16.2,Low ESG Risk,Textiles & Apparel,NYS,HBI,2169896448.0,2169896448.0,,1.572,-0.60838,,0.7548387096774194,0.00013578144371053584,0.18881151350213776
853,KLA Corp.,16.2,Low ESG Risk,Semiconductors,NAS,KLAC,95426961408.0,95426961408.0,34.952736,1.276,0.87845004,0.245,0.7548387096774194,0.005980158252162523,0.19319479610847673
854,DENSO Corp.,16.2,Low ESG Risk,Auto Components,TKS,6902.T,6031271788544.0,6031271788544.0,18.761486,0.8,0.06799,0.137,0.7548387096774194,0.37797678779613536,0.4721922682664564
855,"Genesco, Inc.",16.2,Low ESG Risk,Retailing,NYS,GCO,299607168.0,299607168.0,,2.41,-0.01377,,0.7548387096774194,1.8571285983432023e-05,0.18872360588384243
856,Clarus Corp.,16.2,Low ESG Risk,Consumer Durables,NAS,CLAR,153448800.0,153448800.0,,0.831,-0.07163,,0.7548387096774194,9.411609162520082e-06,0.18871673612622675
857,"New York Mortgage Trust, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NYMT,573367616.0,573367616.0,,1.981,-0.10271,,0.7548387096774194,3.57277257024912e-05,0.1887364732136317
858,Mears Group Plc,16.2,Low ESG Risk,Commercial Services,LON,MER.L,352653408.0,352653408.0,9.378049,1.265,0.21062,0.641,0.7548387096774194,2.1895669127642637e-05,0.1887260991712006
859,"Procore Technologies, Inc.",16.2,Low ESG Risk,Software & Services,NYS,PCOR,8019294720.0,8019294720.0,,0.73,-0.07642,,0.7548387096774194,0.000502360507923409,0.1890864478002974
860,"Hibbett, Inc.",16.2,Low ESG Risk,Retailing,NAS,HIBB,1045330496.0,1045330496.0,10.801234,1.882,0.23582001,-0.026,0.7548387096774194,6.530541948371106e-05,0.18875865648396764
861,E.ON SE,16.2,Low ESG Risk,Utilities,ETR,EOAN.DE,35061534720.0,35061534720.0,19.456522,0.615,0.11229999,0.523,0.7548387096774194,0.002197085088547747,0.19035749123576565
862,"F.C.C. Co., Ltd.",16.2,Low ESG Risk,Auto Components,TKS,7296.T,116735754240.0,116735754240.0,8.46376,0.582,0.07658,0.591,0.7548387096774194,0.00731557037023492,0.19419635519703105
863,"ZOZO, Inc.",16.2,Low ESG Risk,Retailing,TKS,3092.T,1396857896960.0,1396857896960.0,31.545889,0.822,0.56994,0.001,0.7548387096774194,0.08754022858897276,0.2543648488610844
864,"Revvity, Inc.",16.2,Low ESG Risk,Pharmaceuticals,NYS,RVTY,14647502848.0,14647502848.0,74.225,1.046,0.02507,0.58,0.7548387096774194,0.0009177472229298445,0.18939798783655223
865,XP Power Ltd.,16.2,Low ESG Risk,Electrical Equipment,LON,XPP.L,309284320.0,309284320.0,,1.475,-0.1009,-0.773,0.7548387096774194,1.9177748590258896e-05,0.18872406073079753
866,"Hilton Worldwide Holdings, Inc.",16.2,Low ESG Risk,Consumer Services,NYS,HLT,52967022592.0,52967022592.0,45.44186,1.31,,0.077,0.7548387096774194,0.0033192136705272493,0.19119908767225027
867,"Japan Excellent, Inc.",16.3,Low ESG Risk,Real Estate,TKS,8987.T,162293710848.0,162293710848.0,19.790491,0.768,,-0.297,0.7612903225806451,0.010170666283391323,0.19795058035770477
868,Alfresa Holdings Corp.,16.3,Low ESG Risk,Healthcare,TKS,2784.T,452170678272.0,452170678272.0,15.351183,-0.007,0.06242,0.176,0.7612903225806451,0.028337120765353368,0.2115754212191763
869,"The Buckle, Inc.",16.3,Low ESG Risk,Retailing,NYS,BKE,2111174656.0,2111174656.0,10.141464,1.075,0.45898998,-0.152,0.7612903225806451,0.00013210137636697592,0.19042165667743652
870,ABOUT YOU Holding SE,16.3,Low ESG Risk,Retailing,ETR,YOU.DE,507438144.0,507438144.0,,1.811,-0.3202,,0.7612903225806451,3.1595956411708184e-05,0.19034627761247006
871,Diversified Healthcare Trust,16.3,Low ESG Risk,Real Estate,NAS,DHC,777057280.0,777057280.0,,2.208,-0.15131,,0.7612903225806451,4.849286203734779e-05,0.19035895029168928
872,Espec Corp.,16.3,Low ESG Risk,Technology Hardware,TKS,6859.T,53177847808.0,53177847808.0,10.59335,0.924,0.102019995,0.338,0.7612903225806451,0.0033324259885811765,0.19282190013659717
873,"Stitch Fix, Inc.",16.3,Low ESG Risk,Retailing,NAS,SFIX,418406240.0,418406240.0,,1.921,-0.54077,,0.7612903225806451,2.6016368471930037e-05,0.19034209292151522
874,"Aspen Technology, Inc.",16.3,Low ESG Risk,Software & Services,NAS,AZPN,14251239424.0,14251239424.0,,0.754,-0.00075,0.682,0.7612903225806451,0.00089291357878442,0.19099226582924958
875,Sartorius AG,16.3,Low ESG Risk,Pharmaceuticals,ETR,SRT3.DE,15632861184.0,15632861184.0,221.3158,0.929,0.03953,,0.7612903225806451,0.0009794991707249346,0.19105720502320497
876,"Ryman Hospitality Properties, Inc.",16.3,Low ESG Risk,Real Estate,NYS,RHP,5959450624.0,5959450624.0,18.08909,1.667,0.4081,0.429,0.7612903225806451,0.00037327103819955777,0.19060253392381094
877,SÜSS MicroTec SE,16.3,Low ESG Risk,Semiconductors,ETR,SMHN.DE,986359744.0,986359744.0,32.25,2.032,0.14229,1.998,0.7612903225806451,6.160974993295262e-05,0.190368787957611
878,"Verisk Analytics, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,VRSK,38917357568.0,38917357568.0,43.93087,0.863,2.42046,0.583,0.7612903225806451,0.0024387277098335035,0.19215162642753641
879,"H.U. Group Holdings, Inc.",16.3,Low ESG Risk,Healthcare,TKS,4544.T,149689761792.0,149689761792.0,,0.459,-0.0427,,0.7612903225806451,0.009380782668789125,0.19735816764675312
880,"Under Armour, Inc.",16.3,Low ESG Risk,Retailing,NYS,UAA,3165688320.0,3165688320.0,,1.655,-0.04364,,0.7612903225806451,0.00019818725634529997,0.19047122108742026
881,"IDEXX Laboratories, Inc.",16.3,Low ESG Risk,Healthcare,NAS,IDXX,39534817280.0,39534817280.0,47.747513,1.332,0.63246,-0.086,0.7612903225806451,0.0024774236222827543,0.19218064836187335
882,Persimmon Plc,16.3,Low ESG Risk,Homebuilders,LON,PSN.L,5054315008.0,5054315008.0,19.7625,1.367,0.07581,0.006,0.7612903225806451,0.00031654661088755437,0.19055999060332696
883,Criteo SA,16.3,Low ESG Risk,Software & Services,NAS,CRTO,2444869120.0,2444869120.0,25.389534,0.997,0.099530004,,0.7612903225806451,0.00015301385294284623,0.19043734103486842
884,"Nomura Real Estate Holdings, Inc.",16.3,Low ESG Risk,Real Estate,TKS,3231.T,703489441792.0,703489441792.0,10.351846,0.698,0.09923001,0.011,0.7612903225806451,0.04408715057462432,0.2233879435761295
885,Capri Holdings Ltd.,16.3,Low ESG Risk,Textiles & Apparel,NYS,CPRI,4305187840.0,4305187840.0,,1.966,-0.1703,,0.7612903225806451,0.0002695991603204749,0.19052478001540163
886,"Nitori Holdings Co., Ltd.",16.3,Low ESG Risk,Retailing,TKS,9843.T,2487958372352.0,2487958372352.0,28.328575,0.723,,0.057,0.7612903225806451,0.15591898698981985,0.3072618208875262
887,TopBuild Corp.,16.3,Low ESG Risk,Homebuilders,NYS,BLD,10872803328.0,10872803328.0,18.550179,1.777,0.26857,-0.077,0.7612903225806451,0.0006811885628109013,0.19083347206726944
888,"City Office REIT, Inc.",16.3,Low ESG Risk,Real Estate,NYS,CIO,232090704.0,232090704.0,,1.94,-0.00836,,0.7612903225806451,1.4340060643458772e-05,0.19033333569064387
889,Endava Plc,16.3,Low ESG Risk,Software & Services,NYS,DAVA,1751587840.0,1751587840.0,31.926315,1.225,0.07231,,0.7612903225806451,0.00010956623815565758,0.190404755323778
890,"Resources Connection, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,RGP,320320320.0,320320320.0,15.435483,0.633,0.050479997,-0.109,0.7612903225806451,1.986936956809839e-05,0.19033748267233735
891,"Fortinet, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FTNT,57444593664.0,57444593664.0,44.437866,0.998,4.30883,0.485,0.7612903225806451,0.003599820963311089,0.1930224463676446
892,"F5, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FFIV,11652799488.0,11652799488.0,21.52099,1.057,0.19534001,0.649,0.7612903225806451,0.0007300705587233921,0.19087013356420382
893,Spirax-Sarco Engineering Plc,16.3,Low ESG Risk,Machinery,LON,SPX.L,5493252608.0,5493252608.0,28.692308,0.679,0.16874,0.101,0.7612903225806451,0.0003440546257591128,0.1905806216144806
894,"Strategic Education, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,STRA,2298310656.0,2298310656.0,19.166325,0.566,0.07153,1.102,0.7677419354838708,0.0001438291022920367,0.19204335569768674
895,"Gakken Holdings Co., Ltd.",16.4,Low ESG Risk,Media,TKS,9470.T,41921880064.0,41921880064.0,11.701626,0.395,0.082279995,,0.7677419354838708,0.0026270197347179063,0.19390574867200613
896,"Cohu, Inc.",16.4,Low ESG Risk,Semiconductors,NAS,COHU,1095572736.0,1095572736.0,,1.533,-0.030840002,,0.7677419354838708,6.845407725442929e-05,0.19198682442890852
897,"WW International, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,WW,61887904.0,61887904.0,,1.724,,-0.554,0.7677419354838708,3.673530472471157e-06,0.19193823901882207
898,"Pure Storage, Inc.",16.4,Low ESG Risk,Technology Hardware,NYS,PSTG,15087604736.0,15087604736.0,107.88372,1.111,0.111899994,,0.7677419354838708,0.0009453282031878697,0.1926444800233586
899,TDK Corp.,16.4,Low ESG Risk,Technology Hardware,TKS,6762.T,3469294174208.0,3469294174208.0,20.450018,0.706,0.100030005,3.049,0.7677419354838708,0.21741884444438198,0.3549996172042542
900,Turtle Beach Corp.,16.4,Low ESG Risk,Consumer Durables,NAS,HEAR,280805664.0,280805664.0,,2.067,-0.02702,,0.7677419354838708,1.7393004488204304e-05,0.19194852862433387
901,"Tri Pointe Homes, Inc.",16.4,Low ESG Risk,Homebuilders,NYS,TPH,3930754816.0,3930754816.0,9.567199,1.59,0.14193,1.083,0.7677419354838708,0.00024613361717130153,0.19212008408384618
902,"LTC Properties, Inc.",16.4,Low ESG Risk,Real Estate,NYS,LTC,1591781504.0,1591781504.0,16.561085,0.908,0.10391,2.003,0.7677419354838708,9.955124953937756e-05,0.19201014730812224
903,Picton Property Income Ltd.,16.4,Low ESG Risk,Real Estate,LON,PCTN.L,406196480.0,406196480.0,,0.423,-0.0089300005,,0.7677419354838708,2.5251188501797246e-05,0.19195442226234405
904,"GungHo Online Entertainment, Inc.",16.4,Low ESG Risk,Software & Services,TKS,3765.T,171335172096.0,171335172096.0,12.970552,0.223,0.12385,-0.208,0.7677419354838708,0.010737290446986793,0.1999884517062078
905,"Heiwa Real Estate REIT, Inc.",16.4,Low ESG Risk,Real Estate,TKS,8966.T,151636623360.0,151636623360.0,18.388105,0.472,0.06846,,0.7677419354838708,0.009502791576126773,0.19906257755306278
906,Fox Factory Holding Corp.,16.4,Low ESG Risk,Auto Components,NAS,FOXF,1531440896.0,1531440896.0,37.489796,1.638,0.03435,-0.862,0.7677419354838708,9.576973175137561e-05,0.19200731116978123
907,"Evolv Technologies Holdings, Inc.",16.4,Low ESG Risk,Technology Hardware,NAS,EVLV,587661504.0,587661504.0,,1.245,-0.12833999,,0.7677419354838708,3.662351700329658e-05,0.19196295150872017
908,"OneSpan, Inc.",16.4,Low ESG Risk,Software & Services,NAS,OSPN,564658112.0,564658112.0,34.67442,0.763,0.08943,,0.7677419354838708,3.5181905144954323e-05,0.19196187029982642
909,"OraSure Technologies, Inc.",16.4,Low ESG Risk,Healthcare,NAS,OSUR,313932576.0,313932576.0,11.694444,0.048,0.06594,,0.7677419354838708,1.9469052627950842e-05,0.19195008566043867
910,"Mister Car Wash, Inc.",16.4,Low ESG Risk,Consumer Services,NYS,MCW,1927755648.0,1927755648.0,28.52381,1.647,0.077800006,-0.135,0.7677419354838708,0.00012060659259864414,0.19202593881541669
911,flatexDEGIRO AG,16.4,Low ESG Risk,Diversified Financials,ETR,FTK.DE,1320946176.0,1320946176.0,11.7696085,1.035,0.16610001,2.056,0.7677419354838708,8.25781257277756e-05,0.19199741746526353
912,"PayPal Holdings, Inc.",16.4,Low ESG Risk,Software & Services,NAS,PYPL,70898581504.0,70898581504.0,16.832525,1.438,0.22034,0.174,0.7677419354838708,0.004442976112435901,0.19526771595529463
913,PAR Technology Corp.,16.5,Low ESG Risk,Technology Hardware,NYS,PAR,1907081856.0,1907081856.0,,2.168,-0.15656,,0.7741935483870968,0.0001193109756868382,0.19363787032853932
914,"Fujibo Holdings, Inc.",16.5,Low ESG Risk,Textiles & Apparel,TKS,3104.T,47565844480.0,47565844480.0,22.66465,0.657,0.059759997,0.898,0.7741935483870968,0.002980724354895979,0.19578393036294617
915,"SECOM Co., Ltd.",16.5,Low ESG Risk,Commercial Services,TKS,9735.T,2281179971584.0,2281179971584.0,22.727272,0.314,0.085209996,-0.063,0.7741935483870968,0.14296028096089175,0.30076859781744303
916,Cushman & Wakefield Plc,16.5,Low ESG Risk,Real Estate,NYS,CWK,2840407552.0,2840407552.0,154.87502,1.307,0.01263,1.948,0.7741935483870968,0.00017780206217743658,0.19368173864340726
917,Just Group Plc,16.5,Low ESG Risk,Insurance,LON,JUST.L,1414709376.0,1414709376.0,15.133332,1.509,0.08502,-0.361,0.7741935483870968,8.845422178335368e-05,0.1936147277631117
918,"National Vision Holdings, Inc.",16.5,Low ESG Risk,Retailing,NAS,EYE,761977984.0,761977984.0,,1.412,-0.084300004,,0.7741935483870968,4.754784958313874e-05,0.19358404798396153
919,"FactSet Research Systems, Inc.",16.5,Low ESG Risk,Software & Services,NYS,FDS,16315356160.0,16315356160.0,32.321022,0.748,0.28812,0.182,0.7741935483870968,0.0010222708128662594,0.19431509020642387
920,Vistry Group Plc,16.5,Low ESG Risk,Homebuilders,LON,VTY.L,4488144384.0,4488144384.0,18.424656,2.143,0.07802,0.378,0.7741935483870968,0.0002810649616854091,0.19375918581803825
921,"FRP Holdings, Inc.",16.5,Low ESG Risk,Real Estate,NAS,FRPH,542940160.0,542940160.0,71.325,0.47,0.01647,2.609,0.7741935483870968,3.382085121246872e-05,0.19357375273518354
922,Synchrony Financial,16.5,Low ESG Risk,Diversified Financials,NYS,SYF,19038085120.0,19038085120.0,6.7276535,1.612,0.20775,0.174,0.7741935483870968,0.0011929029681496139,0.1944430643228864
