,company_name,company_esg_score,company_esg_score_group,industry,stock_exchange,stock_ticker_symbol,market_capital,market_capital_euro
483,"Hanesbrands, Inc.",16.2,Low ESG Risk,Textiles & Apparel,NYS,HBI,1930080896.0,1775674424.3200002
484,KLA Corp.,16.2,Low ESG Risk,Semiconductors,NAS,KLAC,105254821888.0,96834436136.96
485,"Genesco, Inc.",16.2,Low ESG Risk,Retailing,NYS,GCO,327393792.0,301202288.64
486,Clarus Corp.,16.2,Low ESG Risk,Consumer Durables,NAS,CLAR,244342528.0,224795125.76000002
487,"New York Mortgage Trust, Inc.",16.2,Low ESG Risk,Real Estate,NAS,NYMT,624910400.0,574917568.0
488,"Procore Technologies, Inc.",16.2,Low ESG Risk,Software & Services,NYS,PCOR,10327618560.0,9501409075.2
489,"Hibbett, Inc.",16.2,Low ESG Risk,Retailing,NAS,HIBB,1044135744.0,960604884.48
490,"Revvity, Inc.",16.2,Low ESG Risk,Pharmaceuticals,NYS,RVTY,13990297600.0,12871073792.0
491,"Hilton Worldwide Holdings, Inc.",16.2,Low ESG Risk,Consumer Services,NYS,HLT,54957608960.0,50561000243.200005
492,"The Buckle, Inc.",16.3,Low ESG Risk,Retailing,NYS,BKE,2063130496.0,1898080056.3200002
493,Diversified Healthcare Trust,16.3,Low ESG Risk,Real Estate,NAS,DHC,808533632.0,743850941.44
494,"Stitch Fix, Inc.",16.3,Low ESG Risk,Retailing,NAS,SFIX,583566592.0,536881264.64
495,"Aspen Technology, Inc.",16.3,Low ESG Risk,Software & Services,NAS,AZPN,12588319744.0,11581254164.480001
496,"Ryman Hospitality Properties, Inc.",16.3,Low ESG Risk,Real Estate,NYS,RHP,6360959488.0,5852082728.96
497,"Verisk Analytics, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,VRSK,39829155840.0,36642823372.8
498,"Under Armour, Inc.",16.3,Low ESG Risk,Retailing,NYS,UAA,2983238912.0,2744579799.04
499,"IDEXX Laboratories, Inc.",16.3,Low ESG Risk,Healthcare,NAS,IDXX,41002115072.0,37721945866.24
500,Criteo SA,16.3,Low ESG Risk,Software & Services,NAS,CRTO,2239156224.0,2060023726.0800002
501,Capri Holdings Ltd.,16.3,Low ESG Risk,Textiles & Apparel,NYS,CPRI,4072216576.0,3746439249.92
502,TopBuild Corp.,16.3,Low ESG Risk,Homebuilders,NYS,BLD,14091104256.0,12963815915.52
503,"City Office REIT, Inc.",16.3,Low ESG Risk,Real Estate,NYS,CIO,235704560.0,216848195.20000002
504,Endava Plc,16.3,Low ESG Risk,Software & Services,NYS,DAVA,1848032000.0,1700189440.0
505,"Resources Connection, Inc.",16.3,Low ESG Risk,Commercial Services,NAS,RGP,370868288.0,341198824.96000004
506,"Fortinet, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FTNT,45156376576.0,41543866449.92
507,"F5, Inc.",16.3,Low ESG Risk,Software & Services,NAS,FFIV,10574668800.0,9728695296.0
508,"Strategic Education, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,STRA,2929888000.0,2695496960.0
509,"Cohu, Inc.",16.4,Low ESG Risk,Semiconductors,NAS,COHU,1601862400.0,1473713408.0
510,"WW International, Inc.",16.4,Low ESG Risk,Consumer Services,NAS,WW,104550216.0,96186198.72
511,"Pure Storage, Inc.",16.4,Low ESG Risk,Technology Hardware,NYS,PSTG,19718936576.0,18141421649.920002
512,Turtle Beach Corp.,16.4,Low ESG Risk,Consumer Durables,NAS,HEAR,339197760.0,312061939.2
513,"Tri Pointe Homes, Inc.",16.4,Low ESG Risk,Homebuilders,NYS,TPH,4240993792.0,3901714288.6400003
514,"LTC Properties, Inc.",16.4,Low ESG Risk,Real Estate,NYS,LTC,1591199616.0,1463903646.72
515,Fox Factory Holding Corp.,16.4,Low ESG Risk,Auto Components,NAS,FOXF,2114498816.0,1945338910.72
516,"Evolv Technologies Holdings, Inc.",16.4,Low ESG Risk,Technology Hardware,NAS,EVLV,541621952.0,498292195.84000003
517,"OneSpan, Inc.",16.4,Low ESG Risk,Software & Services,NAS,OSPN,501831328.0,461684821.76
518,"OraSure Technologies, Inc.",16.4,Low ESG Risk,Healthcare,NAS,OSUR,329118848.0,302789340.16
519,"Mister Car Wash, Inc.",16.4,Low ESG Risk,Consumer Services,NYS,MCW,2453829120.0,2257522790.4
520,"PayPal Holdings, Inc.",16.4,Low ESG Risk,Software & Services,NAS,PYPL,64060104704.0,58935296327.68
521,PAR Technology Corp.,16.5,Low ESG Risk,Technology Hardware,NYS,PAR,1783513088.0,1640832040.96
522,Cushman & Wakefield Plc,16.5,Low ESG Risk,Real Estate,NYS,CWK,2903431936.0,2671157381.12
523,"National Vision Holdings, Inc.",16.5,Low ESG Risk,Retailing,NAS,EYE,1113209344.0,1024152596.48
524,"FactSet Research Systems, Inc.",16.5,Low ESG Risk,Software & Services,NYS,FDS,16772216832.0,15430439485.44
525,"FRP Holdings, Inc.",16.5,Low ESG Risk,Real Estate,NAS,FRPH,579729600.0,533351232.0
526,Synchrony Financial,16.5,Low ESG Risk,Diversified Financials,NYS,SYF,20968628224.0,19291137966.08
527,Performance Food Group Co.,16.5,Low ESG Risk,Food Retailers,NYS,PFGC,10332504064.0,9505903738.880001
528,PotlatchDeltic Corp.,16.5,Low ESG Risk,Paper & Forestry,NAS,PCH,3402950912.0,3130714839.04
529,AGCO Corp.,16.5,Low ESG Risk,Machinery,NYS,AGCO,7669392384.0,7055840993.280001
530,"Redwood Trust, Inc.",16.5,Low ESG Risk,Real Estate,NYS,RWT,989825920.0,910639846.4000001
531,"Avantor, Inc.",16.5,Low ESG Risk,Pharmaceuticals,NYS,AVTR,14549877760.0,13385887539.2
532,"Viavi Solutions, Inc.",16.5,Low ESG Risk,Technology Hardware,NAS,VIAV,1741256448.0,1601955932.16
533,"Zscaler, Inc.",16.5,Low ESG Risk,Software & Services,NAS,ZS,29463472128.0,27106394357.760002
534,"Tilly's, Inc.",16.5,Low ESG Risk,Retailing,NYS,TLYS,188913088.0,173800040.96
535,"Omnicell, Inc.",16.5,Low ESG Risk,Healthcare,NAS,OMCL,1316167552.0,1210874147.8400002
536,"iHeartMedia, Inc.",16.6,Low ESG Risk,Media,NAS,IHRT,183877200.0,169167024.0
537,"SiteOne Landscape Supply, Inc.",16.6,Low ESG Risk,Traders & Distributors,NYS,SITE,6340092416.0,5832885022.72
538,"Leslie's, Inc.",16.6,Low ESG Risk,Retailing,NAS,LESL,753751488.0,693451368.96
539,"Certara, Inc.",16.6,Low ESG Risk,Healthcare,NAS,CERT,2661918208.0,2448964751.36
540,Equity Commonwealth,16.6,Low ESG Risk,Real Estate,NYS,EQC,2069721472.0,1904143754.24
541,"Huntington Bancshares, Inc.",16.6,Low ESG Risk,Banks,NAS,HBAN,20927170560.0,19252996915.2
542,Perdoceo Education Corp.,16.6,Low ESG Risk,Consumer Services,NAS,PRDO,1531164672.0,1408671498.24
543,OneSpaWorld Holdings Ltd.,16.6,Low ESG Risk,Consumer Services,NAS,OSW,1744535168.0,1604972354.5600002
544,"Blackstone Mortgage Trust, Inc.",16.6,Low ESG Risk,Real Estate,NYS,BXMT,3426548224.0,3152424366.08
545,"Independence Realty Trust, Inc.",16.6,Low ESG Risk,Real Estate,NYS,IRT,4449483776.0,4093525073.92
546,"Kyndryl Holdings, Inc.",16.6,Low ESG Risk,Software & Services,NYS,KD,6242291712.0,5742908375.04
547,CubeSmart,16.6,Low ESG Risk,Real Estate,NYS,CUBE,11027960832.0,10145723965.44
548,Taylor Morrison Home Corp.,16.6,Low ESG Risk,Homebuilders,NYS,TMHC,6808029184.0,6263386849.280001
549,"Smartsheet, Inc.",16.6,Low ESG Risk,Software & Services,NYS,SMAR,6272426496.0,5770632376.320001
550,Office Properties Income Trust,16.6,Low ESG Risk,Real Estate,NAS,OPI,131233144.0,120734492.48
551,"Corning, Inc.",16.7,Low ESG Risk,Technology Hardware,NYS,GLW,39267414016.0,36126020894.72
552,"Paychex, Inc.",16.7,Low ESG Risk,Software & Services,NAS,PAYX,45667704832.0,42014288445.44
553,Xerox Holdings Corp.,16.7,Low ESG Risk,Technology Hardware,NAS,XRX,1495343872.0,1375716362.24
554,"GLOBALFOUNDRIES, Inc.",16.7,Low ESG Risk,Semiconductors,NAS,GFS,32074098688.0,29508170792.960003
555,"Match Group, Inc.",16.7,Low ESG Risk,Software & Services,NAS,MTCH,9444497408.0,8688937615.36
556,"Guess?, Inc.",16.7,Low ESG Risk,Retailing,NYS,GES,1281417216.0,1178903838.72
557,"The Duckhorn Portfolio, Inc.",16.7,Low ESG Risk,Food Retailers,NYS,NAPA,1126418304.0,1036304839.6800001
558,"Oxford Industries, Inc.",16.7,Low ESG Risk,Textiles & Apparel,NYS,OXM,1636459392.0,1505542640.64
559,Carrier Global Corp.,16.7,Low ESG Risk,Building Products,NYS,CARR,60890390528.0,56019159285.76
560,"Apple, Inc.",16.8,Low ESG Risk,Technology Hardware,NAS,AAPL,3509668806656.0,3228895302123.52
561,Janus Henderson Group Plc,16.8,Low ESG Risk,Diversified Financials,NYS,JHG,5710842368.0,5253974978.56
562,"Tile Shop Holdings, Inc.",16.8,Low ESG Risk,Retailing,NAS,TTSH,320588640.0,294941548.8
563,"Regeneron Pharmaceuticals, Inc.",16.8,Low ESG Risk,Pharmaceuticals,NAS,REGN,119620124672.0,110050514698.24
564,"Uniti Group, Inc.",16.8,Low ESG Risk,Real Estate,NAS,UNIT,927391936.0,853200581.12
565,"Bio-Rad Laboratories, Inc.",16.8,Low ESG Risk,Pharmaceuticals,NYS,BIO,8929281024.0,8214938542.08
566,"Upbound Group, Inc.",16.8,Low ESG Risk,Retailing,NAS,UPBD,1832816384.0,1686191073.28
567,"Snowflake, Inc.",16.9,Low ESG Risk,Software & Services,NYS,SNOW,45230809088.0,41612344360.96
568,"Intuit, Inc.",16.9,Low ESG Risk,Software & Services,NAS,INTU,184196317184.0,169460611809.28
569,Unum Group,16.9,Low ESG Risk,Insurance,NYS,UNM,10209638400.0,9392867328.0
570,"Peloton Interactive, Inc.",16.9,Low ESG Risk,Consumer Durables,NAS,PTON,1444320640.0,1328774988.8
571,Willis Towers Watson Plc,16.9,Low ESG Risk,Insurance,NAS,WTW,27345063936.0,25157458821.120003
572,"Dick's Sporting Goods, Inc.",16.9,Low ESG Risk,Retailing,NYS,DKS,17420974080.0,16027296153.6
573,"Roku, Inc.",16.9,Low ESG Risk,Media,NAS,ROKU,9337760768.0,8590739906.56
574,"Harmonic, Inc.",16.9,Low ESG Risk,Technology Hardware,NAS,HLIT,1468429184.0,1350954849.28
575,The ODP Corp.,16.9,Low ESG Risk,Retailing,NAS,ODP,1496817408.0,1377072015.3600001
576,"Yum China Holdings, Inc.",16.9,Low ESG Risk,Consumer Services,NYS,YUMC,12051687424.0,11087552430.08
577,"ZoomInfo Technologies, Inc.",16.9,Low ESG Risk,Software & Services,NAS,ZI,11390416896.0,10479183544.32
578,Fifth Third Bancorp,16.9,Low ESG Risk,Banks,NAS,FITB,27901976576.0,25669818449.920002
579,"Ellington Financial, Inc.",17.0,Low ESG Risk,Real Estate,NYS,EFC,1114049024.0,1024925102.08
580,"Littelfuse, Inc.",17.0,Low ESG Risk,Technology Hardware,NAS,LFUS,6655354880.0,6122926489.6
581,"Destination XL Group, Inc.",17.0,Low ESG Risk,Retailing,NAS,DXLG,220711792.0,203054848.64000002
582,"Unity Software, Inc.",17.0,Low ESG Risk,Software & Services,NYS,U,7070693888.0,6505038376.96
583,Cintas Corp.,17.0,Low ESG Risk,Commercial Services,NAS,CTAS,73031041024.0,67188557742.08
584,"UnitedHealth Group, Inc.",17.0,Low ESG Risk,Healthcare,NYS,UNH,527638364160.0,485427295027.2
585,"Blackbaud, Inc.",17.0,Low ESG Risk,Software & Services,NAS,BLKB,3999473920.0,3679516006.4
586,"Leidos Holdings, Inc.",17.0,Low ESG Risk,Software & Services,NYS,LDOS,20314251264.0,18689111162.88
587,"DocuSign, Inc.",17.0,Low ESG Risk,Software & Services,NAS,DOCU,11500945408.0,10580869775.36
588,"Plymouth Industrial REIT, Inc.",17.0,Low ESG Risk,Real Estate,NYS,PLYM,1090845696.0,1003578040.32
589,"Essential Properties Realty Trust, Inc.",17.0,Low ESG Risk,Real Estate,NYS,EPRT,5396121088.0,4964431400.96
590,"Premier, Inc.",17.0,Low ESG Risk,Healthcare,NAS,PINC,2073339648.0,1907472476.16
591,"Kenvue, Inc.",17.0,Low ESG Risk,Retailing,NYS,KVUE,35309096960.0,32484369203.2
592,Ichor Holdings Ltd.,17.1,Low ESG Risk,Semiconductors,NAS,ICHR,1281095936.0,1178608261.1200001
593,"FormFactor, Inc.",17.1,Low ESG Risk,Semiconductors,NAS,FORM,4410265600.0,4057444352.0
594,Triton International Ltd.,17.1,Low ESG Risk,Commercial Services,NYS,TRTN.PRE,,
595,"CME Group, Inc.",17.1,Low ESG Risk,Diversified Financials,NAS,CME,72538693632.0,66735598141.44
596,"Extreme Networks, Inc.",17.1,Low ESG Risk,Technology Hardware,NAS,EXTR,1817972480.0,1672534681.6000001
597,Target Corp.,17.1,Low ESG Risk,Retailing,NYS,TGT,72138981376.0,66367862865.920006
598,RLJ Lodging Trust,17.1,Low ESG Risk,Real Estate,NYS,RLJ,1563586432.0,1438499517.44
599,Alliant Energy Corp.,17.1,Low ESG Risk,Utilities,NAS,LNT,14241853440.0,13102505164.800001
600,Atrion Corp.,17.1,Low ESG Risk,Healthcare,NAS,ATRI,803329216.0,739062878.72
601,"Arhaus, Inc.",17.2,Low ESG Risk,Consumer Durables,NAS,ARHS,2303258112.0,2118997463.0400002
602,"MarineMax, Inc.",17.2,Low ESG Risk,Retailing,NYS,HZO,807310720.0,742725862.4
603,"Medpace Holdings, Inc.",17.2,Low ESG Risk,Pharmaceuticals,NAS,MEDP,13539435520.0,12456280678.4
604,"Booking Holdings, Inc.",17.2,Low ESG Risk,Software & Services,NAS,BKNG,135358504960.0,124529824563.20001
605,"AMN Healthcare Services, Inc.",17.2,Low ESG Risk,Healthcare,NYS,AMN,2166600448.0,1993272412.16
606,"Ross Stores, Inc.",17.2,Low ESG Risk,Retailing,NAS,ROST,49235673088.0,45296819240.96
607,"Caleres, Inc.",17.2,Low ESG Risk,Retailing,NYS,CAL,1208110336.0,1111461509.1200001
608,"Manhattan Associates, Inc.",17.2,Low ESG Risk,Software & Services,NAS,MANH,13784269824.0,12681528238.08
609,"Equitable Holdings, Inc.",17.2,Low ESG Risk,Insurance,NYS,EQH,13757862912.0,12657233879.04
610,"European Wax Center, Inc.",17.2,Low ESG Risk,Consumer Services,NAS,EWCZ,601003392.0,552923120.64
611,"Hertz Global Holdings, Inc.",17.3,Low ESG Risk,Transportation,NAS,HTZ,1391449216.0,1280133278.72
612,Truist Financial Corp.,17.3,Low ESG Risk,Banks,NYS,TFC,57672105984.0,53058337505.28
613,"Omega Healthcare Investors, Inc.",17.3,Low ESG Risk,Real Estate,NYS,OHI,9112388608.0,8383397519.360001
614,"T. Rowe Price Group, Inc.",17.3,Low ESG Risk,Diversified Financials,NAS,TROW,26382895104.0,24272263495.68
615,"First Solar, Inc.",17.3,Low ESG Risk,Semiconductors,NAS,FSLR,22282725376.0,20500107345.920002
616,Neogen Corp.,17.3,Low ESG Risk,Healthcare,NAS,NEOG,3805802496.0,3501338296.32
617,"Dayforce, Inc.",17.3,Low ESG Risk,Software & Services,NYS,DAY,8780819456.0,8078353899.52
618,"Schneider National, Inc.",17.4,Low ESG Risk,Transportation,NYS,SNDR,4384108032.0,4033379389.44
619,"MongoDB, Inc.",17.4,Low ESG Risk,Software & Services,NAS,MDB,19273631744.0,17731741204.48
620,"Montrose Environmental Group, Inc.",17.4,Low ESG Risk,Commercial Services,NYS,MEG,1333938176.0,1227223121.92
621,"Mercer International, Inc.",17.4,Low ESG Risk,Paper & Forestry,NAS,MERC,559531968.0,514769410.56
622,"The Shyft Group, Inc.",17.4,Low ESG Risk,Auto Components,NAS,SHYF,420738976.0,387079857.92
623,"The Chefs' Warehouse, Inc.",17.4,Low ESG Risk,Food Retailers,NAS,CHEF,1686320128.0,1551414517.76
624,"Healthcare Services Group, Inc.",17.4,Low ESG Risk,Commercial Services,NAS,HCSG,866081664.0,796795130.88
625,The Western Union Co.,17.4,Low ESG Risk,Software & Services,NYS,WU,4394138112.0,4042607063.04
626,"Apple Hospitality REIT, Inc.",17.4,Low ESG Risk,Real Estate,NYS,APLE,3707893760.0,3411262259.2000003
627,Madison Square Garden Sports Corp.,17.4,Low ESG Risk,Media,NYS,MSGS,4747035136.0,4367272325.12
628,"Designer Brands, Inc.",17.4,Low ESG Risk,Retailing,NYS,DBI,420806592.0,387142064.64000005
629,"Rockwell Automation, Inc.",17.5,Low ESG Risk,Electrical Equipment,NYS,ROK,32816902144.0,30191549972.48
630,Gentex Corp.,17.5,Low ESG Risk,Auto Components,NAS,GNTX,8031332352.0,7388825763.84
631,"Workday, Inc.",17.5,Low ESG Risk,Software & Services,NAS,WDAY,61473214464.0,56555357306.880005
632,"Century Communities, Inc.",17.5,Low ESG Risk,Homebuilders,NYS,CCS,3063997184.0,2818877409.28
633,"Informatica, Inc. (California)",17.5,Low ESG Risk,Software & Services,NYS,INFA,7586732544.0,6979793940.4800005
634,Coherent Corp.,17.5,Low ESG Risk,Technology Hardware,NYS,COHR,11559591936.0,10634824581.12
635,The Cato Corp.,17.5,Low ESG Risk,Retailing,NYS,CATO,108943624.0,100228134.08
636,RH,17.5,Low ESG Risk,Retailing,NYS,RH,5278093824.0,4855846318.08
637,Lattice Semiconductor Corp.,17.5,Low ESG Risk,Semiconductors,NAS,LSCC,8251384832.0,7591274045.440001
638,"C.H. Robinson Worldwide, Inc.",17.5,Low ESG Risk,Transportation,NAS,CHRW,10417942528.0,9584507125.76
639,"Invesco Mortgage Capital, Inc.",17.5,Low ESG Risk,Real Estate,NYS,IVR,481908672.0,443355978.24
640,"Build-A-Bear Workshop, Inc.",17.5,Low ESG Risk,Retailing,NYS,BBW,354514976.0,326153777.92
641,"ON24, Inc.",17.6,Low ESG Risk,Software & Services,NYS,ONTF,267101264.0,245733162.88000003
642,"Ziff Davis, Inc.",17.6,Low ESG Risk,Software & Services,NAS,ZD,2336388352.0,2149477283.84
643,"CrowdStrike Holdings, Inc.",17.6,Low ESG Risk,Software & Services,NAS,CRWD,86378553344.0,79468269076.48001
644,"Silicon Laboratories, Inc.",17.6,Low ESG Risk,Semiconductors,NAS,SLAB,3803792384.0,3499488993.28
645,National Rural Utilities Cooperative Finance Corp.,17.6,Low ESG Risk,Banks,NYS,NRUC,,
646,"Gray Television, Inc.",17.6,Low ESG Risk,Media,NYS,GTN,594911104.0,547318215.6800001
647,"Saia, Inc.",17.6,Low ESG Risk,Transportation,NAS,SAIA,12828204032.0,11801947709.44
648,Knowles Corp.,17.6,Low ESG Risk,Technology Hardware,NYS,KN,1740141952.0,1600930595.8400002
649,Lincoln Educational Services Corp.,17.6,Low ESG Risk,Consumer Services,NAS,LINC,413484640.0,380405868.8
650,"Daktronics, Inc.",17.6,Low ESG Risk,Technology Hardware,NAS,DAKT,671297792.0,617593968.64
651,"Community Healthcare Trust, Inc.",17.6,Low ESG Risk,Real Estate,NYS,CHCT,737128960.0,678158643.2
652,"Primerica, Inc.",17.7,Low ESG Risk,Insurance,NYS,PRI,8622069760.0,7932304179.200001
653,Check Point Software Technologies Ltd.,17.7,Low ESG Risk,Software & Services,NAS,CHKP,19045380096.0,17521749688.32
654,"HF Foods Group, Inc.",17.7,Low ESG Risk,Food Retailers,NAS,HFFG,177298384.0,163114513.28
655,"Alight, Inc.",17.7,Low ESG Risk,Software & Services,NYS,ALIT,4006800384.0,3686256353.28
656,Atlassian Corp.,17.7,Low ESG Risk,Software & Services,NAS,TEAM,46572519424.0,42846717870.08
657,"Digi International, Inc.",17.7,Low ESG Risk,Technology Hardware,NAS,DGII,926461056.0,852344171.52
658,"EVERTEC, Inc.",17.7,Low ESG Risk,Software & Services,NYS,EVTC,2236938496.0,2057983416.3200002
659,"Aflac, Inc.",17.7,Low ESG Risk,Insurance,NYS,AFL,53446963200.0,49171206144.0
660,"Sinclair, Inc.",17.7,Low ESG Risk,Media,NAS,SBGI,1030388352.0,947957283.84
661,"Phillips Edison & Co., Inc.",17.7,Low ESG Risk,Real Estate,NAS,PECO,4789358592.0,4406209904.64
662,"nCino, Inc.",17.7,Low ESG Risk,Software & Services,NAS,NCNO,3792017920.0,3488656486.4
663,"Sally Beauty Holdings, Inc.",17.7,Low ESG Risk,Retailing,NYS,SBH,1212148992.0,1115177072.64
664,"Fiserv, Inc.",17.7,Low ESG Risk,Software & Services,NYS,FI,92422717440.0,85028900044.8
665,"J.Jill, Inc.",17.7,Low ESG Risk,Retailing,NYS,JILL,450998048.0,414918204.16
666,"United Natural Foods, Inc.",17.8,Low ESG Risk,Food Retailers,NYS,UNFI,828418496.0,762145016.32
667,"CBL & Associates Properties, Inc.",17.8,Low ESG Risk,Real Estate,NYS,CBL,831869632.0,765320061.44
668,"Armada Hoffler Properties, Inc.",17.8,Low ESG Risk,Real Estate,NYS,AHH,1046749184.0,963009249.2800001
669,"Sprouts Farmers Market, Inc.",17.8,Low ESG Risk,Food Retailers,NAS,SFM,8325524480.0,7659482521.6
670,"Healthcare Realty Trust, Inc.",17.8,Low ESG Risk,Real Estate,NYS,HR,6833504768.0,6286824386.56
671,"Kinder Morgan, Inc.",17.8,Low ESG Risk,Refiners & Pipelines,NYS,KMI,45563871232.0,41918761533.44
672,Two Harbors Investment Corp.,17.8,Low ESG Risk,Real Estate,NYS,TWO,1459265408.0,1342524175.3600001
673,"Medical Properties Trust, Inc.",17.8,Low ESG Risk,Real Estate,NYS,MPW,2898482688.0,2666604072.96
674,"Advanced Energy Industries, Inc.",17.8,Low ESG Risk,Semiconductors,NAS,AEIS,4295052288.0,3951448104.96
675,"Amkor Technology, Inc.",17.8,Low ESG Risk,Semiconductors,NAS,AMKR,10147127296.0,9335357112.32
676,KKR Real Estate Finance Trust Inc.,17.8,Low ESG Risk,Real Estate,NYS,KREF,689673344.0,634499476.48
677,AerCap Holdings NV,17.8,Low ESG Risk,Traders & Distributors,NYS,AER,19009193984.0,17488458465.280003
678,Pfizer Inc.,17.8,Low ESG Risk,Pharmaceuticals,NYS,PFE,170167713792.0,156554296688.64
679,Nova Ltd.,17.9,Low ESG Risk,Semiconductors,NAS,NVMI,6094639616.0,5607068446.72
680,Ladder Capital Corp.,17.9,Low ESG Risk,Real Estate,NYS,LADR,1548723584.0,1424825697.28
681,"ICF International, Inc.",17.9,Low ESG Risk,Commercial Services,NAS,ICFI,2616191488.0,2406896168.96
682,Infinera Corp.,17.9,Low ESG Risk,Technology Hardware,NAS,INFN,1424857472.0,1310868874.24
683,"Huron Consulting Group, Inc.",17.9,Low ESG Risk,Commercial Services,NAS,HURN,1930401792.0,1775969648.64
684,"Simulations Plus, Inc.",17.9,Low ESG Risk,Healthcare,NAS,SLP,859930944.0,791136468.48
685,"Ultra Clean Holdings, Inc.",17.9,Low ESG Risk,Semiconductors,NAS,UCTT,2279423488.0,2097069608.96
686,"ChargePoint Holdings, Inc.",17.9,Low ESG Risk,Retailing,NYS,CHPT,918656704.0,845164167.6800001
687,"Confluent, Inc.",17.9,Low ESG Risk,Software & Services,NAS,CFLT,8282780160.0,7620157747.200001
688,"OneWater Marine, Inc.",17.9,Low ESG Risk,Retailing,NAS,ONEW,488390176.0,449318961.92
689,NCR Voyix Corp.,17.9,Low ESG Risk,Technology Hardware,NYS,VYX,2160723456.0,1987865579.52
690,"Xylem, Inc.",18.0,Low ESG Risk,Machinery,NYS,XYL,33700134912.0,31004124119.04
691,Roblox Corp.,18.0,Low ESG Risk,Software & Services,NYS,RBLX,25599119360.0,23551189811.2
692,"Acuity Brands, Inc.",18.0,Low ESG Risk,Electrical Equipment,NYS,AYI,7967930880.0,7330496409.6
693,"West Pharmaceutical Services, Inc.",18.0,Low ESG Risk,Healthcare,NYS,WST,23941095424.0,22025807790.08
694,"Ultragenyx Pharmaceutical, Inc.",18.0,Low ESG Risk,Pharmaceuticals,NAS,RARE,3975082240.0,3657075660.8
695,"Rent the Runway, Inc.",18.0,Low ESG Risk,Consumer Services,NAS,RENT,68555000.0,63070600.0
696,Urban Edge Properties,18.0,Low ESG Risk,Real Estate,NYS,UE,2517294336.0,2315910789.12
697,"Bread Financial Holdings, Inc.",18.0,Low ESG Risk,Diversified Financials,NYS,BFH,2557563392.0,2352958320.64
698,"OPENLANE, Inc.",18.0,Low ESG Risk,Commercial Services,NYS,KAR,2004670080.0,1844296473.6000001
699,Eaton Corp. Plc,18.1,Low ESG Risk,Electrical Equipment,NYS,ETN,124566355968.0,114601047490.56
700,"AMC Entertainment Holdings, Inc.",18.1,Low ESG Risk,Media,NYS,AMC,1602087040.0,1473920076.8
701,Forward Air Corp.,18.1,Low ESG Risk,Transportation,NAS,FWRD,660166848.0,607353500.1600001
702,"Warner Bros. Discovery, Inc.",18.1,Low ESG Risk,Media,NAS,WBD,20386578432.0,18755652157.440002
703,"Charles River Laboratories International, Inc.",18.1,Low ESG Risk,Pharmaceuticals,NYS,CRL,11494835200.0,10575248384.0
704,"Analog Devices, Inc.",18.1,Low ESG Risk,Semiconductors,NAS,ADI,116913684480.0,107560589721.6
705,National Storage Affiliates Trust,18.1,Low ESG Risk,Real Estate,NYS,NSA,5854272512.0,5385930711.04
706,Eversource Energy,18.1,Low ESG Risk,Utilities,NYS,ES,21681295360.0,19946791731.2
707,Lions Gate Entertainment Corp.,18.1,Low ESG Risk,Media,NYS,LGF.A,,
708,"Emerald Expositions Events, Inc.",18.1,Low ESG Risk,Media,NYS,EEX,1233213824.0,1134556718.0800002
709,Kohl's Corp.,18.1,Low ESG Risk,Retailing,NYS,KSS,2525488128.0,2323449077.76
710,"Knight-Swift Transportation Holdings, Inc.",18.1,Low ESG Risk,Transportation,NYS,KNX,8266403328.0,7605091061.76
711,"TPG RE Finance Trust, Inc.",18.1,Low ESG Risk,Real Estate,NYS,TRTX,757424960.0,696830963.2
712,Lamar Advertising Co.,18.2,Low ESG Risk,Media,NAS,LAMR,12131917824.0,11161364398.08
713,"Catalyst Pharmaceuticals, Inc.",18.2,Low ESG Risk,Pharmaceuticals,NAS,CPRX,1996143488.0,1836452008.96
714,"Bel Fuse, Inc.",18.2,Low ESG Risk,Technology Hardware,NAS,BELFB,906218304.0,833720839.6800001
715,"Thoughtworks Holding, Inc.",18.2,Low ESG Risk,Commercial Services,NAS,TWKS,1001033344.0,920950676.48
716,Modine Manufacturing Co.,18.2,Low ESG Risk,Auto Components,NYS,MOD,5579511296.0,5133150392.320001
717,Whirlpool Corp.,18.2,Low ESG Risk,Consumer Durables,NYS,WHR,6096797696.0,5609053880.320001
718,"Driven Brands Holdings, Inc.",18.2,Low ESG Risk,Consumer Services,NAS,DRVN,2215079936.0,2037873541.1200001
719,"Dillard's, Inc.",18.2,Low ESG Risk,Retailing,NYS,DDS,6701109248.0,6165020508.16
720,"The RMR Group, Inc.",18.2,Low ESG Risk,Real Estate,NAS,RMR,438341728.0,403274389.76
721,monday.com Ltd.,18.2,Low ESG Risk,Software & Services,NAS,MNDY,11462808576.0,10545783889.92
722,"Everi Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,EVRI,757523008.0,696921167.36
723,"HealthStream, Inc.",18.2,Low ESG Risk,Healthcare,NAS,HSTM,937471232.0,862473533.44
724,"Dun & Bradstreet Holdings, Inc.",18.2,Low ESG Risk,Software & Services,NYS,DNB,4493587456.0,4134100459.52
725,American Express Co.,18.3,Low ESG Risk,Diversified Financials,NYS,AXP,179796983808.0,165413225103.36002
726,"Orchid Island Capital, Inc.",18.3,Low ESG Risk,Real Estate,NYS,ORC,585600768.0,538752706.5600001
