company_name,ticker_symbol,company_esg_score,company_esg_score_group,industry
"Activia Properties, Inc.",TKS:3279,9.5,Negligible ESG Risk,Real Estate
AEDAS Homes SA,MCE:AEDAS,9.8,Negligible ESG Risk,Real Estate
Aedifica SA,BRU:AED,9.3,Negligible ESG Risk,Real Estate
AGNC Investment Corp.,NAS:AGNC,8.7,Negligible ESG Risk,Real Estate
Aldar Investment Properties LLC,-,9.5,Negligible ESG Risk,Real Estate
Altus Group Ltd.,TSE:AIF,7.9,Negligible ESG Risk,Real Estate
"Annaly Capital Management, Inc.",NYS:NLY,9.6,Negligible ESG Risk,Real Estate
"Anywhere Real Estate, Inc.",NYS:HOUS,8.0,Negligible ESG Risk,Real Estate
"AvalonBay Communities, Inc.",NYS:AVB,8.1,Negligible ESG Risk,Real Estate
Big Yellow Group Plc,LON:BYG,8.0,Negligible ESG Risk,Real Estate
Branicks Group AG,ETR:BRNK,5.8,Negligible ESG Risk,Real Estate
Bromford Housing Group Ltd.,-,9.1,Negligible ESG Risk,Real Estate
CA Immobilien Anlagen AG,WBO:CAI,9.4,Negligible ESG Risk,Real Estate
CapitaLand Ascott Trust,SES:HMN,9.5,Negligible ESG Risk,Real Estate
CapitaLand China Trust,SES:AU8U,8.9,Negligible ESG Risk,Real Estate
CapitaLand Integrated Commercial Trust,SES:C38U,9.8,Negligible ESG Risk,Real Estate
Castellum AB,OME:CAST,8.8,Negligible ESG Risk,Real Estate
"CBRE Group, Inc.",NYS:CBRE,6.3,Negligible ESG Risk,Real Estate
Charter Hall Group,ASX:CHC,9.3,Negligible ESG Risk,Real Estate
Charter Hall Retail REIT,ASX:CQR,9.3,Negligible ESG Risk,Real Estate
Charter Hall Social Infrastructure REIT,ASX:CQE,8.8,Negligible ESG Risk,Real Estate
City Developments Ltd.,SES:C09,6.2,Negligible ESG Risk,Real Estate
Concentradora Fibra Danhos SA de CV,MEX:DANHOS13,9.6,Negligible ESG Risk,Real Estate
Covivio SA,PAR:COV,4.8,Negligible ESG Risk,Real Estate
Cromwell European Real Estate Investment Trust,SES:CWBU,8.8,Negligible ESG Risk,Real Estate
Cromwell Property Group,ASX:CMW,9.4,Negligible ESG Risk,Real Estate
CTP NV,AMS:CTPNV,9.3,Negligible ESG Risk,Real Estate
Dexus,ASX:DXS,4.2,Negligible ESG Risk,Real Estate
Dexus Industria REIT,ASX:DXI,5.3,Negligible ESG Risk,Real Estate
Dream Industrial Real Estate Investment Trust,TSE:DIR.UT,9.6,Negligible ESG Risk,Real Estate
Dream Office Real Estate Investment Trust,TSE:D.UT,5.9,Negligible ESG Risk,Real Estate
Elme Communities,NYS:ELME,9.8,Negligible ESG Risk,Real Estate
"Empire State Realty Trust, Inc.",NYS:ESRT,9.9,Negligible ESG Risk,Real Estate
Equites Property Fund Ltd.,JSE:EQU,7.1,Negligible ESG Risk,Real Estate
FastPartner AB,OME:FPAR.A,9.2,Negligible ESG Risk,Real Estate
FIBRA Macquarie México,MEX:FIBRAMQ12,8.4,Negligible ESG Risk,Real Estate
Frasers Centrepoint Trust,SES:J69U,9.9,Negligible ESG Risk,Real Estate
Frasers Logistics & Commercial Trust,SES:BUOU,9.2,Negligible ESG Risk,Real Estate
Gecina SA,PAR:GFC,9.2,Negligible ESG Risk,Real Estate
GEWOBAG Wohnungsbau-AG Berlin,-,7.0,Negligible ESG Risk,Real Estate
GLP Pte. Ltd.,-,9.0,Negligible ESG Risk,Real Estate
Goodman Group,ASX:GMG,9.9,Negligible ESG Risk,Real Estate
GPT Group,ASX:GPT,8.0,Negligible ESG Risk,Real Estate
Great Portland Estates Plc,LON:GPE,7.3,Negligible ESG Risk,Real Estate
Growthpoint Properties Ltd.,JSE:GRT,8.5,Negligible ESG Risk,Real Estate
Hammerson Plc,LON:HMSO,9.3,Negligible ESG Risk,Real Estate
Heimstaden Bostad AB,-,7.7,Negligible ESG Risk,Real Estate
"Hudson Pacific Properties, Inc.",NYS:HPP,8.6,Negligible ESG Risk,Real Estate
Icade SA,PAR:ICAD,6.5,Negligible ESG Risk,Real Estate
IGD SIIQ SpA,MIL:IGD,9.7,Negligible ESG Risk,Real Estate
In'li SA,-,9.9,Negligible ESG Risk,Real Estate
Inmobiliaria Colonial SOCIMI SA,MCE:COL,5.3,Negligible ESG Risk,Real Estate
"Jones Lang LaSalle, Inc.",NYS:JLL,7.4,Negligible ESG Risk,Real Estate
Keppel Pacific Oak US REIT,SES:CMOU,7.8,Negligible ESG Risk,Real Estate
Keppel REIT,SES:K71U,8.5,Negligible ESG Risk,Real Estate
Kite Realty Group Trust,NYS:KRG,9.8,Negligible ESG Risk,Real Estate
Klépierre SA,PAR:LI,8.5,Negligible ESG Risk,Real Estate
Land Securities Group Plc,LON:LAND,7.4,Negligible ESG Risk,Real Estate
LEG Immobilien SE,ETR:LEG,5.1,Negligible ESG Risk,Real Estate
Link Real Estate Investment Trust,HKG:823,8.6,Negligible ESG Risk,Real Estate
LSTH Svenska Handelsfastigheter AB,-,8.1,Negligible ESG Risk,Real Estate
LXP Industrial Trust,NYS:LXP,9.5,Negligible ESG Risk,Real Estate
Manulife US Real Estate Investment Trust,SES:BTOU,5.0,Negligible ESG Risk,Real Estate
Mercialys SA,PAR:MERY,6.1,Negligible ESG Risk,Real Estate
MERLIN Properties SOCIMI SA,MCE:MRL,5.6,Negligible ESG Risk,Real Estate
Mori Hills REIT Investment Corp.,TKS:3234,7.9,Negligible ESG Risk,Real Estate
Neinor Homes SA,MCE:HOME,7.8,Negligible ESG Risk,Real Estate
NEPI Rockcastle NV,JSE:NRP,6.4,Negligible ESG Risk,Real Estate
"Nippon Prologis REIT, Inc.",TKS:3283,8.9,Negligible ESG Risk,Real Estate
NP3 Fastigheter AB,OME:NP3,9.7,Negligible ESG Risk,Real Estate
NSI NV,AMS:NSI,8.9,Negligible ESG Risk,Real Estate
"ORIX JREIT, Inc.",TKS:8954,8.6,Negligible ESG Risk,Real Estate
"Paramount Group, Inc.",NYS:PGRE,6.4,Negligible ESG Risk,Real Estate
"Piedmont Office Realty Trust, Inc.",NYS:PDM,8.9,Negligible ESG Risk,Real Estate
Prologis Property Mexico SA de CV,MEX:FIBRAPL14,9.9,Negligible ESG Risk,Real Estate
Promociones Habitat SA,-,6.8,Negligible ESG Risk,Real Estate
"Rayonier, Inc.",NYS:RYN,7.7,Negligible ESG Risk,Real Estate
"RE/MAX Holdings, Inc.",NYS:RMAX,9.7,Negligible ESG Risk,Real Estate
Redefine Properties Ltd.,JSE:RDF,6.5,Negligible ESG Risk,Real Estate
Savills Plc,LON:SVS,8.7,Negligible ESG Risk,Real Estate
SBA Communications Corp.,NAS:SBAC,9.7,Negligible ESG Risk,Real Estate
Scentre Group,ASX:SCG,6.5,Negligible ESG Risk,Real Estate
SEGRO PLC,LON:SGRO,6.2,Negligible ESG Risk,Real Estate
"Sekisui House Reit, Inc.",TKS:3309,8.2,Negligible ESG Risk,Real Estate
Signa Prime Selection AG,-,9.4,Negligible ESG Risk,Real Estate
"Sinyi Realty, Inc.",TAI:9940,6.5,Negligible ESG Risk,Real Estate
"Starwood Property Trust, Inc.",NYS:STWD,8.2,Negligible ESG Risk,Real Estate
Stockland,ASX:SGP,7.9,Negligible ESG Risk,Real Estate
Sunway Bhd.,KLS:5211,8.6,Negligible ESG Risk,Real Estate
Sunway Real Estate Investment Trust,KLS:5176,8.3,Negligible ESG Risk,Real Estate
TAG Immobilien AG,ETR:TEG,4.6,Negligible ESG Risk,Real Estate
Terrafina,MEX:TERRA13,7.6,Negligible ESG Risk,Real Estate
The British Land Co. Plc,LON:BLND,8.4,Negligible ESG Risk,Real Estate
Tritax Big Box REIT Plc,LON:BBOX,6.8,Negligible ESG Risk,Real Estate
Tritax EuroBox Plc,LON:EBOX,8.8,Negligible ESG Risk,Real Estate
Unibail-Rodamco-Westfield SE,PAR:URW,4.7,Negligible ESG Risk,Real Estate
VIA Outlets BV,-,9.1,Negligible ESG Risk,Real Estate
Vicinity Centres,ASX:VCX,7.2,Negligible ESG Risk,Real Estate
Vonovia SE,ETR:VNA,6.0,Negligible ESG Risk,Real Estate
Workspace Group Plc,LON:WKP,9.6,Negligible ESG Risk,Real Estate
5I5J Holding Group Co. Ltd.,SHE:000560,14.9,Low ESG Risk,Real Estate
"A-Living Smart City Services Co., Ltd.",HKG:3319,11.3,Low ESG Risk,Real Estate
A2Dominion Housing Group Ltd.,-,16.6,Low ESG Risk,Real Estate
abrdn Property Income Trust Ltd.,LON:API,11.3,Low ESG Risk,Real Estate
Acadia Realty Trust,NYS:AKR,13.9,Low ESG Risk,Real Estate
Advance Logistics Investment Corp.,TKS:3493,14.6,Low ESG Risk,Real Estate
Advance Residence Investment Corp.,TKS:3269,16.8,Low ESG Risk,Real Estate
Advancetek Enterprise Co. Ltd.,TAI:1442,19.4,Low ESG Risk,Real Estate
AEON REIT Investment Corp.,TKS:3292,16.5,Low ESG Risk,Real Estate
AEW UK REIT Plc,LON:AEWU,16.5,Low ESG Risk,Real Estate
Agile Group Holdings Ltd.,HKG:3383,17.5,Low ESG Risk,Real Estate
Agree Realty Corp.,NYS:ADC,15.2,Low ESG Risk,Real Estate
AIMS APAC REIT,SES:O5RU,12.4,Low ESG Risk,Real Estate
Akelius Residential Property AB,OME:AKEL.D,16.8,Low ESG Risk,Real Estate
Akis Gayrimenkul Yatirim Ortakligi AS,IST:AKSGY.E,13.4,Low ESG Risk,Real Estate
Aldar Properties PJSC,ADS:ALDAR,14.6,Low ESG Risk,Real Estate
"Alexandria Real Estate Equities, Inc.",NYS:ARE,13.1,Low ESG Risk,Real Estate
Allied Properties Real Estate Investment Trust,TSE:AP.UT,12.3,Low ESG Risk,Real Estate
Allos SA,BSP:ALOS3,18.5,Low ESG Risk,Real Estate
alstria office REIT-AG,ETR:AOX,13.1,Low ESG Risk,Real Estate
Altarea SCA,PAR:ALTA,12.1,Low ESG Risk,Real Estate
Altareit SA,PAR:AREIT,14.6,Low ESG Risk,Real Estate
"Amata Corp. Public Co., Ltd.",BKK:AMATA,12.5,Low ESG Risk,Real Estate
American Assets Trust LP,-,12.7,Low ESG Risk,Real Estate
"American Assets Trust, Inc.",NYS:AAT,14.2,Low ESG Risk,Real Estate
American Homes 4 Rent,NYS:AMH,11.6,Low ESG Risk,Real Estate
American Tower Corp.,NYS:AMT,12.6,Low ESG Risk,Real Estate
"Americold Realty Trust, Inc.",NYS:COLD,14.1,Low ESG Risk,Real Estate
Amot Investments Ltd.,TAE:AMOT,17.7,Low ESG Risk,Real Estate
Annehem Fastigheter AB,OME:ANNE.B,19.2,Low ESG Risk,Real Estate
Annington Homes Limited,-,15.7,Low ESG Risk,Real Estate
AP (Thailand) Public Co. Ltd.,BKK:AP,18.5,Low ESG Risk,Real Estate
Apartment Income REIT Corp.,-,11.4,Low ESG Risk,Real Estate
Apartment Investment & Management Co.,NYS:AIV,19.7,Low ESG Risk,Real Estate
"Apollo Commercial Real Estate Finance, Inc.",NYS:ARI,14.9,Low ESG Risk,Real Estate
"Apple Hospitality REIT, Inc.",NYS:APLE,17.4,Low ESG Risk,Real Estate
Applied Digital Corp.,NAS:APLD,19.2,Low ESG Risk,Real Estate
Arabian Centres Co.,SAU:4321,19.8,Low ESG Risk,Real Estate
ARCO BPS Holdings Ltd.,-,10.9,Low ESG Risk,Real Estate
"AREIT, Inc.",PHS:AREIT,11.0,Low ESG Risk,Real Estate
Arena REIT,ASX:ARF,12.2,Low ESG Risk,Real Estate
Ares Commercial Real Estate Corp.,NYS:ACRE,13.3,Low ESG Risk,Real Estate
Argan SA,PAR:ARG,16.7,Low ESG Risk,Real Estate
Argosy Property Ltd.,NZE:ARG,10.5,Low ESG Risk,Real Estate
"Armada Hoffler Properties, Inc.",NYS:AHH,17.8,Low ESG Risk,Real Estate
"ARMOUR Residential REIT, Inc.",NYS:ARR,18.3,Low ESG Risk,Real Estate
Aroundtown SA,ETR:AT1,10.1,Low ESG Risk,Real Estate
Artis Real Estate Investment Trust,TSE:AX.UT,13.0,Low ESG Risk,Real Estate
Ascencio SCA,BRU:ASCE,19.1,Low ESG Risk,Real Estate
Asset World Corp. Pcl,BKK:AWC,17.8,Low ESG Risk,Real Estate
Assura Plc,LON:AGR,12.9,Low ESG Risk,Real Estate
Aster Group Ltd.,-,16.8,Low ESG Risk,Real Estate
Atrium Ljungberg AB,OME:ATRLJ.B,12.9,Low ESG Risk,Real Estate
Attacq Ltd.,JSE:ATT,14.2,Low ESG Risk,Real Estate
Axis Real Estate Investment Trust,KLS:5106,12.2,Low ESG Risk,Real Estate
Azrieli Group Ltd.,TAE:AZRG,16.9,Low ESG Risk,Real Estate
Balanced Commercial Property Trust Ltd.,LON:BCPT,13.4,Low ESG Risk,Real Estate
Binjiang Service Group Co. Ltd.,HKG:3316,17.7,Low ESG Risk,Real Estate
"Blackstone Mortgage Trust, Inc.",NYS:BXMT,16.6,Low ESG Risk,Real Estate
Blackstone Property Partners Europe Holdings SARL,-,12.6,Low ESG Risk,Real Estate
Boardwalk Real Estate Investment Trust,TSE:BEI.UT,16.9,Low ESG Risk,Real Estate
"Boston Properties, Inc.",NYS:BXP,12.0,Low ESG Risk,Real Estate
bpha Ltd. (United Kingdom),-,18.3,Low ESG Risk,Real Estate
BR Properties SA,-,14.2,Low ESG Risk,Real Estate
Brandywine Realty Trust,NYS:BDN,12.0,Low ESG Risk,Real Estate
Brinova Fastigheter AB,OME:BRIN.B,17.2,Low ESG Risk,Real Estate
"Brixmor Property Group, Inc.",NYS:BRX,12.1,Low ESG Risk,Real Estate
"Broadstone Net Lease, Inc.",NYS:BNL,15.5,Low ESG Risk,Real Estate
Brookfield Canada Office Properties,-,14.4,Low ESG Risk,Real Estate
Brookfield India Real Estate Trust,BOM:543261,17.2,Low ESG Risk,Real Estate
Bukit Sembawang Estates Ltd.,SES:B61,18.2,Low ESG Risk,Real Estate
Burstone Group Ltd.,JSE:BTN,14.5,Low ESG Risk,Real Estate
BWP Trust,ASX:BWP,13.3,Low ESG Risk,Real Estate
Cambridgeshire Housing Capital Plc,-,18.3,Low ESG Risk,Real Estate
Camden Property Trust,NYS:CPT,14.2,Low ESG Risk,Real Estate
Canadian Apartment Properties Real Estate Investment Trust,TSE:CAR.UT,12.2,Low ESG Risk,Real Estate
Canadian Core Real Estate LP,-,16.9,Low ESG Risk,Real Estate
Canary Wharf Group Plc,-,16.5,Low ESG Risk,Real Estate
CapitaLand Ascendas REIT,SES:A17U,12.2,Low ESG Risk,Real Estate
CapitaLand India Trust,SES:CY6U,10.5,Low ESG Risk,Real Estate
CapitaLand Investment Ltd.,SES:9CI,12.7,Low ESG Risk,Real Estate
Carestone Group GmbH,-,14.9,Low ESG Risk,Real Estate
"CareTrust REIT, Inc.",NYS:CTRE,14.6,Low ESG Risk,Real Estate
Carmila SA,PAR:CARM,10.3,Low ESG Risk,Real Estate
Catena AB,OME:CATE,14.5,Low ESG Risk,Real Estate
"Cathay Real Estate Development Co., Ltd.",TAI:2501,16.0,Low ESG Risk,Real Estate
"CBL & Associates Properties, Inc.",NYS:CBL,17.8,Low ESG Risk,Real Estate
"CBRE Services, Inc.",-,16.9,Low ESG Risk,Real Estate
CDL Hospitality Trusts,SES:J85,15.3,Low ESG Risk,Real Estate
Cedar Woods Properties Ltd.,ASX:CWP,18.3,Low ESG Risk,Real Estate
Cencosud Shopping SA,SGO:CENCOMALLS,11.9,Low ESG Risk,Real Estate
Centerspace,NYS:CSR,15.2,Low ESG Risk,Real Estate
Central China New Life Ltd.,HKG:9983,17.8,Low ESG Risk,Real Estate
Central Pattana Public Co. Ltd.,BKK:CPN,15.1,Low ESG Risk,Real Estate
Centuria Industrial REIT,ASX:CIP,12.7,Low ESG Risk,Real Estate
Centuria Office REIT,ASX:COF,10.9,Low ESG Risk,Real Estate
Champion Real Estate Investment Trust,HKG:2778,10.6,Low ESG Risk,Real Estate
Charter Hall Long WALE REIT,ASX:CLW,11.1,Low ESG Risk,Real Estate
Chartwell Retirement Residences,TSE:CSH.UT,18.9,Low ESG Risk,Real Estate
Chatham Lodging Trust,NYS:CLDT,15.3,Low ESG Risk,Real Estate
Chimera Investment Corp.,NYS:CIM,15.1,Low ESG Risk,Real Estate
China Jinmao Holdings Group Ltd.,HKG:817,12.8,Low ESG Risk,Real Estate
"China Merchants Property Operation & Service Co., Ltd.",SHE:001914,15.4,Low ESG Risk,Real Estate
China Overseas Land & Investment Ltd.,HKG:688,13.7,Low ESG Risk,Real Estate
China Overseas Property Holdings Ltd.,HKG:2669,13.2,Low ESG Risk,Real Estate
China Resources Mixc Lifestyle Services Ltd.,HKG:1209,12.0,Low ESG Risk,Real Estate
China South City Holdings Ltd.,HKG:1668,19.7,Low ESG Risk,Real Estate
"China Vanke Co., Ltd.",HKG:2202,16.1,Low ESG Risk,Real Estate
Choice Properties Real Estate Investment Trust,TSE:CHP.UT,10.6,Low ESG Risk,Real Estate
Cibus Nordic Real Estate AB,OME:CIBUS,14.9,Low ESG Risk,Real Estate
Circle Anglia Social Housing Plc,-,16.4,Low ESG Risk,Real Estate
Citizen Housing Group Ltd.,-,14.6,Low ESG Risk,Real Estate
"City Office REIT, Inc.",NYS:CIO,16.3,Low ESG Risk,Real Estate
Citycon Oyj,HEL:CTY1S,11.3,Low ESG Risk,Real Estate
CK Asset Holdings Ltd.,HKG:1113,15.1,Low ESG Risk,Real Estate
Clarion Housing Group Ltd.,-,13.5,Low ESG Risk,Real Estate
CLS Holdings Plc,LON:CLI,17.6,Low ESG Risk,Real Estate
Cofinimmo SA,BRU:COFB,10.5,Low ESG Risk,Real Estate
"Colliers International Group, Inc.",TSE:CIGI,10.9,Low ESG Risk,Real Estate
"Comforia Residential REIT, Inc.",TKS:3282,13.3,Low ESG Risk,Real Estate
Cominar Real Estate Investment Trust,-,18.9,Low ESG Risk,Real Estate
"Community Healthcare Trust, Inc.",NYS:CHCT,17.6,Low ESG Risk,Real Estate
COPT Defense Properties,NYS:CDP,10.7,Low ESG Risk,Real Estate
Corem Property Group AB,OME:CORE.A,11.1,Low ESG Risk,Real Estate
Corporación Inmobiliaria Vesta SAB de CV,MEX:VESTA,10.0,Low ESG Risk,Real Estate
Country Garden Services Holdings Co. Ltd.,HKG:6098,10.9,Low ESG Risk,Real Estate
"Cousins Properties, Inc.",NYS:CUZ,10.3,Low ESG Risk,Real Estate
Covivio Hotels SCA,PAR:COVH,10.8,Low ESG Risk,Real Estate
CPI Property Group SA,ETR:O5G,12.0,Low ESG Risk,Real Estate
CPN Retail Growth Leasehold REIT,BKK:CPNREIT,11.0,Low ESG Risk,Real Estate
"CRE Logistics REIT, Inc.",TKS:3487,15.0,Low ESG Risk,Real Estate
Crombie Real Estate Investment Trust,TSE:CRR.UT,18.2,Low ESG Risk,Real Estate
"Crown Castle, Inc.",NYS:CCI,12.0,Low ESG Risk,Real Estate
CSI Properties Ltd.,HKG:497,19.5,Low ESG Risk,Real Estate
CT Real Estate Investment Trust,TSE:CRT.UT,16.1,Low ESG Risk,Real Estate
"CTO Realty Growth, Inc.",NYS:CTO,18.6,Low ESG Risk,Real Estate
CubeSmart,NYS:CUBE,16.6,Low ESG Risk,Real Estate
Cushman & Wakefield Plc,NYS:CWK,16.5,Low ESG Risk,Real Estate
Custodian Property Income REIT Plc,LON:CREI,13.9,Low ESG Risk,Real Estate
"Daiwa House Industry Co., Ltd.",TKS:1925,12.5,Low ESG Risk,Real Estate
Daiwa House REIT Investment Corp.,TKS:8984,13.1,Low ESG Risk,Real Estate
Daiwa Office Investment Corp.,TKS:8976,11.5,Low ESG Risk,Real Estate
Daiwa Securities Living Investment Corp.,TKS:8986,13.5,Low ESG Risk,Real Estate
DAMAC Real Estate Development Ltd.,-,18.2,Low ESG Risk,Real Estate
"Delpha Construction Co., Ltd.",TAI:2530,15.0,Low ESG Risk,Real Estate
Derwent London Plc,LON:DLN,12.0,Low ESG Risk,Real Estate
Deutsche EuroShop AG,ETR:DEQ,19.9,Low ESG Risk,Real Estate
Deutsche Wohnen SE,ETR:DWNI,13.5,Low ESG Risk,Real Estate
DiamondRock Hospitality Co.,NYS:DRH,13.1,Low ESG Risk,Real Estate
Digital Core REIT,SES:DCRU,14.1,Low ESG Risk,Real Estate
"Digital Realty Trust, Inc.",NYS:DLR,12.2,Low ESG Risk,Real Estate
"DigitalBridge Group, Inc.",NYS:DBRG,19.0,Low ESG Risk,Real Estate
Diös Fastigheter AB,OME:DIOS,12.8,Low ESG Risk,Real Estate
Diversified Healthcare Trust,NAS:DHC,16.3,Low ESG Risk,Real Estate
DLF Ltd.,BOM:532868,16.9,Low ESG Risk,Real Estate
Dream Summit Industrial LP,-,16.1,Low ESG Risk,Real Estate
DREAM Unlimited Corp.,TSE:DRM,13.0,Low ESG Risk,Real Estate
"Dynex Capital, Inc.",NYS:DX,15.8,Low ESG Risk,Real Estate
"Easterly Government Properties, Inc.",NYS:DEA,15.8,Low ESG Risk,Real Estate
"EastGroup Properties, Inc.",NYS:EGP,12.8,Low ESG Risk,Real Estate
Eastnine AB,OME:EAST,10.0,Low ESG Risk,Real Estate
Eco World Development Group Bhd.,KLS:8206,12.5,Low ESG Risk,Real Estate
"Ellington Financial, Inc.",NYS:EFC,17.0,Low ESG Risk,Real Estate
Embassy Office Parks REIT,BOM:542602,10.3,Low ESG Risk,Real Estate
EMH Treasury Plc,-,16.6,Low ESG Risk,Real Estate
Empiric Student Property PLC,LON:ESP,16.1,Low ESG Risk,Real Estate
Entra ASA,OSL:ENTRA,11.7,Low ESG Risk,Real Estate
EPR Properties,NYS:EPR,16.0,Low ESG Risk,Real Estate
"Equinix, Inc.",NAS:EQIX,13.0,Low ESG Risk,Real Estate
Equity Commonwealth,NYS:EQC,16.6,Low ESG Risk,Real Estate
"Equity LifeStyle Properties, Inc.",NYS:ELS,13.9,Low ESG Risk,Real Estate
Equity Residential,NYS:EQR,11.4,Low ESG Risk,Real Estate
ESCON JAPAN REIT Investment Corp.,TKS:2971,19.7,Low ESG Risk,Real Estate
ESR Group Ltd.,HKG:1821,13.5,Low ESG Risk,Real Estate
"ESR Kendall Square REIT Co., Ltd.",KRX:365550,18.7,Low ESG Risk,Real Estate
ESR-LOGOS REIT,SES:J91U,14.3,Low ESG Risk,Real Estate
"Essential Properties Realty Trust, Inc.",NYS:EPRT,17.0,Low ESG Risk,Real Estate
"Essex Property Trust, Inc.",NYS:ESS,11.6,Low ESG Risk,Real Estate
Eurocommercial Properties NV,AMS:ECMPA,12.8,Low ESG Risk,Real Estate
Ever Sunshine Services Group Ltd.,HKG:1995,19.1,Low ESG Risk,Real Estate
Evergrande Property Services Group Ltd.,HKG:6666,18.3,Low ESG Risk,Real Estate
Excellence Commercial Property & Facilities Management Gp Ltd.,HKG:6989,18.5,Low ESG Risk,Real Estate
"Extra Space Storage, Inc.",NYS:EXR,14.2,Low ESG Risk,Real Estate
Fabege AB,OME:FABG,12.4,Low ESG Risk,Real Estate
Far East Hospitality Trust,SES:Q5T,12.4,Low ESG Risk,Real Estate
"Farglory Land Development Co., Ltd.",TAI:5522,13.6,Low ESG Risk,Real Estate
Fastator AB,OME:FASTAT,11.7,Low ESG Risk,Real Estate
Fastighets AB Balder,OME:BALD.B,13.8,Low ESG Risk,Real Estate
Fastighets AB Trianon,OME:TRIAN.B,16.0,Low ESG Risk,Real Estate
Fastighetsbolaget Emilshus AB,OME:EMIL.B,19.1,Low ESG Risk,Real Estate
FEC Finance Ltd.,-,19.4,Low ESG Risk,Real Estate
Federal Realty Investment Trust,NYS:FRT,12.4,Low ESG Risk,Real Estate
Fibra Uno Administración SA de CV,MEX:FUNO11,11.0,Low ESG Risk,Real Estate
First Capital Real Estate Investment Trust,TSE:FCR.UT,10.5,Low ESG Risk,Real Estate
"First Industrial Realty Trust, Inc.",NYS:FR,15.0,Low ESG Risk,Real Estate
First Real Estate Investment Trust,SES:AW9U,17.5,Low ESG Risk,Real Estate
FirstService Corp.,TSE:FSV,13.2,Low ESG Risk,Real Estate
"Forestar Group, Inc.",NYS:FOR,18.3,Low ESG Risk,Real Estate
Fortress Real Estate Investments Ltd.,JSE:FFB,19.3,Low ESG Risk,Real Estate
Fortune Real Estate Investment Trust,HKG:778,13.9,Low ESG Risk,Real Estate
"Four Corners Property Trust, Inc.",NYS:FCPT,14.7,Low ESG Risk,Real Estate
Foxtons Group Plc,LON:FOXT,11.5,Low ESG Risk,Real Estate
"Franklin BSP Realty Trust, Inc.",NYS:FBRT,14.3,Low ESG Risk,Real Estate
Frasers Hospitality Trust,SES:ACV,18.4,Low ESG Risk,Real Estate
Frasers Property Ltd.,SES:TQ5,16.5,Low ESG Risk,Real Estate
Frasers Property Thailand Industrial Freehold & Leasehold REIT,BKK:FTREIT,19.3,Low ESG Risk,Real Estate
Frontier Real Estate Investment Corp.,TKS:8964,15.7,Low ESG Risk,Real Estate
"FRP Holdings, Inc.",NAS:FRPH,16.5,Low ESG Risk,Real Estate
Fukuoka REIT Corp.,TKS:8968,13.7,Low ESG Risk,Real Estate
G City Ltd.,TAE:GCT,18.1,Low ESG Risk,Real Estate
"Gaming & Leisure Properties, Inc.",NAS:GLPI,14.8,Low ESG Risk,Real Estate
Gateway Real Estate AG,ETR:GTY,18.3,Low ESG Risk,Real Estate
GDI Property Group Ltd.,ASX:GDI,13.7,Low ESG Risk,Real Estate
Gemdale Properties & Investment Corp. Ltd.,HKG:535,19.7,Low ESG Risk,Real Estate
Genova Property Group AB,OME:GPG,16.3,Low ESG Risk,Real Estate
Getty Realty Corp.,NYS:GTY,18.4,Low ESG Risk,Real Estate
"Global Medical REIT, Inc.",NYS:GMRE,19.5,Low ESG Risk,Real Estate
Global One Real Estate Investment Corp.,TKS:8958,18.6,Low ESG Risk,Real Estate
Global Switch Holdings Ltd.,-,14.5,Low ESG Risk,Real Estate
Globalworth Real Estate Investments Ltd.,LON:GWI,10.9,Low ESG Risk,Real Estate
GLP J-REIT,TKS:3281,15.2,Low ESG Risk,Real Estate
Goodman Property Trust,NZE:GMT,11.9,Low ESG Risk,Real Estate
Grainger Plc,LON:GRI,10.1,Low ESG Risk,Real Estate
Grand City Properties SA,ETR:GYC,14.1,Low ESG Risk,Real Estate
"Granite Point Mortgage Trust, Inc.",NYS:GPMT,14.0,Low ESG Risk,Real Estate
Granite Real Estate Investment Trust,TSE:GRT.UT,12.1,Low ESG Risk,Real Estate
Great Eagle Holdings Ltd.,HKG:41,13.4,Low ESG Risk,Real Estate
Great Places Housing Group Ltd.,-,16.7,Low ESG Risk,Real Estate
Growthpoint Properties Australia,ASX:GOZ,11.0,Low ESG Risk,Real Estate
"Guangzhou R&F Properties Co., Ltd.",HKG:2777,19.7,Low ESG Risk,Real Estate
GuocoLand Ltd.,SES:F17,18.7,Low ESG Risk,Real Estate
H&R Real Estate Investment Trust,TSE:HR.UT,19.1,Low ESG Risk,Real Estate
Hamborner REIT AG,ETR:HABA,15.2,Low ESG Risk,Real Estate
Hang Lung Group Ltd.,HKG:10,13.5,Low ESG Risk,Real Estate
Hang Lung Properties Ltd.,HKG:101,12.8,Low ESG Risk,Real Estate
"Hankyu Hanshin REIT, Inc.",TKS:8977,19.2,Low ESG Risk,Real Estate
"Hannon Armstrong Sustainable Infrastructure Capital, Inc.",NYS:HASI,12.9,Low ESG Risk,Real Estate
Harworth Group Plc,LON:HWG,14.8,Low ESG Risk,Real Estate
Haya Real Estate SA,-,19.6,Low ESG Risk,Real Estate
"Healthcare Realty Trust, Inc.",NYS:HR,17.8,Low ESG Risk,Real Estate
"Healthpeak Properties, Inc. (Old)",-,11.3,Low ESG Risk,Real Estate
HEBA Fastighets AB,OME:HEBA.B,11.8,Low ESG Risk,Real Estate
